neck_angle_deg,left_shoulder_angle_deg,right_shoulder_angle_deg,left_elbow_angle_deg,right_elbow_angle_deg,left_hip_angle_deg,right_hip_angle_deg,left_knee_angle_deg,right_knee_angle_deg,head_yaw_deg,head_pitch_deg,head_roll_deg
174.431,107.696,115.250,120.759,1.776,158.533,64.917,70.417,133.946,-130.647,-57.274,19.248
178.362,108.144,114.135,121.906,1.198,147.585,66.701,79.708,131.949,-141.235,-55.153,12.900
144.246,103.003,113.603,155.616,0.403,151.339,89.951,102.645,151.814,-171.293,-38.449,6.550
104.378,101.066,100.500,153.087,28.156,153.873,95.380,108.519,152.966,-170.694,-35.268,-10.757
118.913,106.499,75.987,164.941,19.094,158.832,98.214,129.102,138.891,-158.593,-39.666,-40.244
129.021,107.221,58.320,159.609,117.784,143.872,104.796,139.379,125.933,-124.383,-45.552,-62.169
127.091,117.487,50.940,148.242,129.672,147.638,104.181,147.594,132.423,-120.769,-42.861,-42.235
114.752,115.362,58.597,141.363,163.415,146.456,100.025,142.744,147.362,-127.733,-45.189,-73.283
114.841,117.340,55.169,136.457,169.588,147.512,94.202,144.741,161.594,-119.714,-50.137,-55.502
115.374,116.410,54.014,138.640,174.032,142.533,90.877,153.493,163.878,-99.604,-39.738,-65.774
122.080,115.305,48.751,157.496,164.149,143.108,90.991,154.875,162.760,-63.341,-22.288,-47.966
86.897,114.645,42.647,165.986,161.520,135.592,95.166,151.486,164.634,-37.687,-24.572,-44.669
79.247,112.793,52.625,165.756,144.153,128.177,95.608,139.676,168.757,-34.107,-24.364,-27.040
78.069,111.470,67.719,121.102,151.366,128.301,95.139,139.080,173.787,-35.879,-35.084,-18.298
76.984,110.361,68.684,120.876,150.541,128.010,89.238,133.270,171.276,-37.479,-36.399,-19.432
71.220,107.944,64.536,119.187,141.530,127.294,91.190,135.144,163.119,-29.031,-33.310,-27.023
65.943,105.520,60.612,174.686,136.921,125.709,88.478,133.660,156.276,-16.951,-20.710,-38.606
74.962,106.722,57.195,162.411,126.009,117.244,65.632,141.222,140.844,-15.228,-12.392,-58.128
128.466,109.057,58.877,152.640,129.145,114.530,48.016,145.250,130.940,-70.297,-27.891,-44.875
137.189,108.987,59.197,154.218,128.135,115.718,47.556,144.531,129.280,-111.032,-24.811,-37.100
129.747,109.685,59.229,155.994,130.210,117.197,49.870,143.393,130.289,-94.848,-34.800,-39.069
141.124,110.661,62.926,153.501,128.954,119.842,47.296,143.049,127.810,-137.854,-8.814,-31.535
161.831,106.195,69.120,163.838,138.161,136.211,11.617,132.428,114.790,-152.438,20.813,-4.678
161.831,106.195,69.120,163.838,138.576,136.211,11.617,132.428,114.790,-152.438,20.813,-4.678
162.553,105.894,64.568,164.229,136.012,137.670,12.585,127.416,115.159,-152.693,16.759,-9.653
53.611,106.441,67.264,162.595,138.528,143.881,111.936,124.724,174.713,-43.636,-52.589,-10.840
53.580,106.778,66.785,160.943,136.964,143.758,111.910,124.014,175.577,-42.448,-51.882,-12.756
57.811,107.166,68.166,158.010,138.378,145.030,111.098,124.630,175.651,-44.669,-52.487,-17.066
73.534,106.930,66.154,154.617,138.299,143.194,98.130,126.221,156.136,-52.352,-56.859,-23.935
78.085,107.273,67.228,157.084,137.087,143.297,93.174,128.444,157.503,-60.729,-57.583,-24.638
73.640,106.764,65.562,156.353,137.600,144.029,96.715,125.893,156.021,-56.588,-58.318,-23.045
94.668,108.705,62.116,157.151,132.992,136.626,70.391,135.120,145.382,-85.565,-58.337,-26.605
152.183,105.829,70.367,157.520,124.921,146.761,17.038,131.081,114.429,-153.645,1.333,-4.740
153.280,106.993,71.855,156.906,139.648,145.149,17.060,131.453,116.824,-150.941,12.037,-4.588
154.451,105.521,71.464,156.018,138.682,145.083,17.295,131.658,118.510,-153.402,4.608,-7.533
154.108,103.579,90.174,155.449,146.195,154.390,18.149,132.614,117.475,-157.478,12.547,-6.029
139.398,104.009,94.147,156.456,154.206,160.091,18.095,134.126,117.475,-158.288,12.704,-10.041
139.387,104.153,94.696,156.560,149.690,157.137,17.804,134.848,117.339,-158.543,13.591,-9.906
134.790,105.164,97.030,157.159,145.805,147.370,28.470,141.547,123.666,-160.371,10.735,-12.839
123.526,103.592,98.467,156.602,150.404,153.819,83.261,138.676,158.958,-154.556,-32.788,-22.496
120.785,103.396,99.066,156.533,152.253,156.152,85.096,138.552,158.958,-152.424,-38.253,-20.168
119.739,103.257,98.292,158.820,154.228,156.025,83.982,137.173,158.300,-154.032,-35.342,-20.289
148.584,105.307,81.936,158.813,147.403,146.116,19.070,133.186,116.550,-156.143,13.962,-12.346
148.200,105.333,82.019,158.813,147.674,146.243,18.971,133.186,116.570,-156.164,13.958,-12.295
145.542,104.608,87.215,156.459,152.803,153.757,19.990,134.781,119.676,-156.299,9.657,-9.301
59.744,104.597,74.450,156.733,142.979,146.974,115.087,130.941,176.408,-51.301,-59.675,-2.533
56.120,104.537,71.748,155.324,140.544,148.010,117.524,128.276,176.939,-48.935,-58.804,-3.437
56.043,104.620,70.758,155.779,141.111,148.279,118.106,126.848,173.020,-50.418,-59.936,-3.402
64.716,104.039,77.950,156.195,141.142,153.097,113.949,129.766,176.070,-55.045,-61.711,-10.449
73.218,104.297,78.158,156.272,147.928,156.122,112.006,130.644,175.401,-69.470,-63.579,-13.227
156.505,106.338,59.066,157.070,129.412,140.211,19.989,137.870,116.228,-150.051,-1.353,-8.372
157.393,106.334,58.163,157.655,129.069,139.890,19.584,136.013,119.047,-151.666,2.147,-9.293
161.295,105.424,55.294,156.608,116.700,135.865,19.997,137.742,119.339,-151.270,-2.084,-10.643
52.069,109.843,141.778,152.061,4.202,122.876,93.304,141.105,147.277,-22.845,-29.525,-44.581
52.069,109.843,141.778,152.061,4.202,122.876,93.304,141.105,147.277,-22.845,-29.525,-44.581
162.549,108.224,135.507,151.386,4.217,131.603,9.140,138.334,118.409,-153.078,7.055,5.661
162.960,107.517,60.372,151.798,143.689,131.931,8.780,144.523,111.572,-155.897,6.093,5.275
162.549,108.305,54.040,151.151,122.725,131.603,9.140,138.334,118.409,-153.078,7.055,5.661
113.102,106.567,76.698,151.941,133.722,143.490,74.054,138.900,150.100,-111.392,-58.378,-28.583
97.825,108.061,69.406,151.922,127.070,137.234,77.808,140.614,150.100,-66.184,-57.990,-33.394
104.205,108.026,63.396,153.254,126.204,136.334,71.062,140.242,141.492,-76.520,-63.842,-31.207
91.859,107.813,55.553,153.923,118.771,132.639,74.040,141.572,150.607,-53.207,-59.143,-33.223
81.706,106.778,51.683,159.367,121.799,136.874,82.168,136.959,162.755,-56.116,-56.205,-31.753
61.945,103.450,57.263,166.185,130.306,142.780,108.535,129.770,166.351,-42.801,-50.952,-29.585
62.976,103.450,59.513,163.070,118.008,143.969,115.171,133.525,169.179,-24.123,-35.343,-26.890
63.675,103.567,51.560,162.441,125.046,144.925,110.702,133.488,170.069,-24.817,-34.976,-35.935
83.538,106.041,43.913,158.438,124.942,135.420,88.631,143.020,150.878,-23.674,-30.357,-50.874
111.265,104.732,43.982,158.272,125.391,140.983,70.760,138.740,149.472,-17.580,-29.571,-50.722
156.729,108.305,48.230,157.074,136.258,143.976,5.635,130.594,113.647,-152.897,-1.128,6.966
161.970,105.758,48.359,156.938,128.133,146.091,5.641,125.683,110.357,-159.618,-6.885,14.978
156.161,109.013,50.172,157.559,121.161,139.320,5.814,130.621,112.748,-148.326,0.000,2.330
65.827,106.333,58.418,154.906,131.895,147.374,108.924,137.172,171.911,-28.656,-33.368,-32.220
65.827,106.333,62.423,154.906,132.143,147.374,108.924,137.172,171.911,-28.656,-33.368,-32.220
94.209,106.030,71.659,153.863,129.582,148.617,94.392,143.828,162.644,-54.500,-54.948,-29.492
114.443,108.711,63.032,156.748,127.311,143.940,71.204,149.463,145.345,-73.145,-53.480,-31.556
120.455,110.902,52.656,156.117,128.857,144.681,65.266,148.232,138.307,-90.787,-50.631,-30.495
156.615,110.639,63.586,155.743,110.410,149.509,5.499,148.522,102.175,-151.211,13.474,-0.409
156.809,110.063,65.603,152.940,115.339,145.099,5.405,150.649,109.013,-153.756,14.195,-2.280
150.384,108.740,77.686,155.373,106.962,145.947,5.444,149.011,103.546,-155.499,12.797,0.013
133.007,106.880,60.913,152.116,132.575,135.603,51.626,142.730,147.594,-132.370,-36.560,-18.927
116.301,108.292,60.803,152.302,126.867,133.582,59.042,143.149,152.299,-107.656,-46.376,-30.614
108.239,106.020,61.941,155.949,132.801,143.044,66.076,135.326,145.562,-85.139,-58.637,-24.668
72.010,105.465,63.985,154.796,137.959,146.385,109.390,134.835,165.622,-36.917,-48.938,-18.661
65.549,106.415,73.370,153.933,139.028,149.519,113.822,137.238,168.971,-38.704,-45.404,-15.988
65.941,106.097,73.952,151.633,138.909,147.915,113.579,136.874,169.772,-37.017,-44.628,-19.045
63.084,105.916,70.821,151.691,136.458,145.303,112.267,140.197,169.438,-33.047,-42.408,-20.767
62.651,106.803,68.732,151.738,137.536,145.110,111.412,140.406,171.978,-33.816,-42.114,-22.488
64.184,104.230,71.098,152.208,133.120,142.580,112.209,140.154,169.653,-34.520,-44.255,-23.320
72.091,106.234,74.556,154.794,146.181,146.989,108.139,141.844,171.103,-51.592,-54.914,-22.070
85.904,105.612,75.876,151.177,139.624,146.908,98.192,143.007,164.048,-62.122,-60.824,-22.126
90.157,107.553,68.906,148.701,138.819,141.084,82.508,143.980,141.798,-67.597,-61.383,-23.159
72.288,107.239,61.082,150.973,130.455,132.583,86.089,144.730,142.469,-41.124,-53.076,-31.166
58.633,108.630,59.971,154.298,132.954,131.240,97.854,146.337,155.493,-44.360,-52.800,-31.198
58.633,108.630,59.971,154.443,133.104,131.240,97.854,146.337,155.493,-44.360,-52.800,-31.198
151.772,105.066,66.483,155.261,135.351,142.017,21.408,138.917,111.500,-153.848,-8.933,-0.552
156.176,106.863,60.012,152.679,133.583,132.552,20.202,141.393,110.631,-154.586,-8.823,2.450
157.867,106.660,59.357,152.679,132.260,131.325,20.226,141.393,110.631,-154.932,-8.781,1.942
79.549,111.928,45.835,150.925,141.882,138.330,88.385,144.200,156.808,-25.485,-26.535,-53.965
75.007,111.679,46.447,152.988,131.297,134.325,104.806,146.959,161.587,-19.673,-23.229,-52.439
72.665,112.875,44.335,152.099,127.096,139.020,105.277,144.151,166.904,-23.279,-21.495,-48.502
74.400,110.979,46.692,156.937,126.322,139.789,106.031,144.315,165.445,-24.731,-21.841,-43.915
68.323,110.647,55.311,157.813,138.329,144.050,108.612,133.035,170.632,-22.741,-23.751,-43.339
67.607,107.019,57.712,159.233,140.653,148.812,108.007,136.265,168.605,-31.568,-38.541,-45.237
74.915,106.616,65.645,158.726,148.360,153.059,106.823,136.436,169.324,-34.618,-42.038,-41.957
78.507,108.664,65.763,157.103,131.292,142.995,100.121,141.411,157.501,-45.177,-50.179,-32.484
79.856,108.716,63.009,157.479,123.978,142.364,99.959,140.884,158.688,-46.302,-50.398,-30.008
79.345,108.520,62.073,157.726,119.504,143.152,100.357,139.807,160.096,-45.982,-50.292,-28.179
79.014,108.732,74.353,157.549,121.974,143.023,101.186,141.097,159.128,-46.737,-50.879,-23.282
80.377,109.064,83.264,146.488,110.621,141.937,90.520,144.295,157.866,-63.754,-56.149,-23.753
82.400,108.776,83.496,149.363,108.574,143.348,87.902,144.479,158.657,-64.137,-57.519,-24.898
99.353,109.524,70.358,152.530,115.145,146.720,76.917,143.622,149.812,-95.281,-56.775,-25.239
100.134,110.375,69.352,153.149,101.521,146.071,75.085,144.740,149.526,-98.531,-57.603,-28.823
101.446,109.412,69.796,153.647,94.783,147.156,76.967,143.766,153.647,-98.385,-54.776,-27.328
80.105,107.473,75.390,157.693,91.981,153.724,105.842,138.251,172.651,-62.314,-60.116,-23.393
79.934,107.460,76.525,157.693,91.760,153.623,106.009,138.251,172.651,-62.393,-60.242,-23.051
90.725,106.175,77.869,156.334,108.456,146.062,94.074,138.760,162.983,-72.143,-58.220,-23.816
92.730,106.484,77.166,151.796,106.835,140.139,89.349,139.338,161.841,-71.818,-58.720,-23.970
89.520,106.523,75.439,153.013,141.704,138.251,91.275,142.366,157.728,-69.737,-59.277,-20.737
78.901,106.216,74.647,150.013,136.788,148.507,101.608,135.665,152.802,-64.449,-62.577,-8.217
83.464,104.904,73.355,158.363,137.675,149.187,93.075,136.416,140.071,-74.053,-64.494,-6.885
110.456,104.398,71.635,158.859,140.307,144.831,58.188,137.188,130.869,-135.219,-50.712,-6.124
119.128,104.067,71.416,159.174,139.824,137.445,55.264,143.448,133.451,-139.735,-41.013,-12.865
103.498,103.840,69.266,156.756,136.077,133.189,65.527,142.122,140.878,-108.994,-61.029,-15.569
64.003,103.738,72.806,156.335,135.665,143.507,113.694,138.901,163.434,-42.942,-53.419,-11.946
62.047,104.371,73.327,154.969,134.710,143.579,116.172,139.149,172.340,-45.738,-53.498,-11.372
65.562,104.941,76.796,155.260,132.527,144.356,113.175,138.430,170.037,-47.878,-53.083,-12.227
71.696,107.222,133.575,167.551,4.390,136.039,99.259,145.880,165.051,-43.948,-49.059,-28.902
68.608,106.318,136.566,166.170,4.435,134.021,97.763,145.150,163.550,-35.933,-46.640,-37.495
61.399,105.702,138.892,168.509,4.893,132.280,102.073,145.006,165.161,-27.554,-31.441,-35.787
66.864,104.563,54.343,160.635,134.922,133.703,106.776,130.301,163.972,-16.607,-18.766,-41.429
75.486,107.861,48.156,162.082,129.299,138.929,106.936,133.166,173.175,-13.567,-24.248,-57.084
111.243,108.799,54.383,158.887,143.536,139.781,107.055,137.164,159.761,-26.739,-24.543,-72.279
152.060,111.980,68.364,159.477,156.511,129.993,110.076,136.111,132.882,-54.924,-33.400,163.030
141.105,107.861,82.173,162.298,65.052,121.426,102.579,146.969,132.832,-52.402,-32.376,159.560
102.778,92.774,127.256,147.003,41.158,137.602,85.198,136.029,147.465,27.195,-50.653,-28.618
98.250,102.514,123.749,141.501,34.323,148.245,65.922,132.873,134.008,11.766,-7.490,-18.785
19.860,94.592,14.335,138.948,57.875,105.133,135.533,124.612,129.473,-71.570,-45.076,45.803
2.608,92.245,2.347,141.003,79.854,101.048,138.971,116.069,127.263,-50.438,-38.092,45.135
4.214,94.034,2.955,145.635,118.588,98.612,126.872,78.043,138.223,-59.468,-40.667,45.283
5.853,95.249,3.604,141.528,124.792,97.918,125.655,51.756,123.588,70.500,43.396,45.208
152.358,110.947,93.133,142.525,88.524,111.309,40.197,19.829,111.168,154.132,-34.142,7.927
152.017,109.746,97.842,160.598,82.451,109.272,38.180,27.406,113.100,-172.792,-23.886,10.096
154.122,113.281,97.568,163.189,77.533,113.207,42.840,34.528,104.963,-174.702,-27.699,11.772
162.183,116.682,97.043,137.441,54.080,127.151,64.479,99.493,111.612,-158.808,-37.238,22.033
167.758,117.194,90.855,140.989,51.708,129.721,71.647,88.562,115.386,-168.451,-27.593,24.363
160.675,113.353,78.072,142.836,60.952,129.241,82.498,15.515,127.680,178.771,-36.757,27.970
154.838,108.484,73.787,155.924,91.752,125.238,81.782,0.438,126.267,-29.416,-72.429,26.715
147.849,105.890,75.384,145.116,94.699,118.290,79.411,0.598,122.793,-0.470,-67.700,24.123
140.885,107.884,78.946,148.457,89.216,106.956,74.318,8.542,115.253,45.129,-36.267,17.097
143.088,111.448,86.319,148.696,78.600,107.159,71.901,9.971,116.517,82.679,-51.006,15.190
156.250,104.427,88.091,165.832,66.010,124.979,85.443,154.629,168.862,16.395,-55.018,13.955
164.104,101.865,88.362,167.178,65.487,135.700,86.221,144.817,164.755,36.150,-53.491,13.563
158.371,41.611,80.326,161.678,42.699,44.163,17.519,176.685,136.978,171.187,-37.688,-3.880
89.376,101.191,54.035,2.455,99.850,105.263,20.022,47.356,153.365,146.755,-70.565,10.268
136.871,50.452,63.334,2.764,129.377,7.941,4.164,21.375,151.868,-116.602,16.943,-102.678
130.151,25.217,65.428,3.370,132.283,5.708,134.502,79.408,15.046,-139.264,30.148,126.101
156.867,136.646,62.653,27.237,129.602,10.762,46.086,157.352,122.412,-133.419,22.496,79.717
101.653,100.757,43.133,42.243,108.159,148.607,74.165,23.323,36.282,164.482,21.651,30.799
97.640,111.080,89.671,96.827,127.332,147.338,66.544,23.533,34.957,161.724,6.971,45.081
168.787,102.062,127.072,116.483,1.187,129.728,112.501,8.136,69.907,66.034,-39.347,-10.059
141.519,105.435,125.377,90.109,1.234,104.408,23.982,177.783,105.776,63.923,-47.962,-33.619
130.315,111.468,125.909,24.977,1.304,96.179,41.319,156.274,92.883,75.069,-49.181,12.770
126.061,112.855,126.194,24.619,1.765,105.045,43.139,157.515,93.988,69.123,-51.003,30.997
96.651,84.115,106.786,44.065,1.590,129.612,39.367,56.320,37.073,17.664,-8.594,-50.549
52.754,55.680,86.184,20.172,2.131,52.207,45.455,0.000,32.842,0.488,14.685,-38.886
50.418,55.650,86.135,20.172,2.217,25.310,51.582,0.000,28.252,6.047,-4.966,-28.710
78.899,73.302,98.755,30.689,2.438,43.347,41.684,0.000,28.014,15.356,-33.081,-34.369
145.873,94.454,109.532,33.303,61.119,115.476,30.193,2.512,35.559,89.887,-68.902,-13.305
144.497,94.296,95.797,37.822,62.268,107.939,30.939,5.151,35.488,92.375,-62.966,-6.327
130.624,87.461,96.988,35.201,50.574,97.804,38.780,0.326,30.426,73.752,-49.421,-3.560
132.191,87.788,94.096,34.767,53.811,98.662,44.656,0.359,30.182,77.427,-43.761,-1.598
150.522,13.624,142.402,73.858,59.940,27.543,102.512,139.662,27.240,71.105,-10.557,13.591
150.073,13.928,143.089,73.656,42.284,7.641,108.147,123.811,45.784,71.913,-10.622,13.983
147.973,22.580,142.340,71.680,47.420,7.968,29.663,121.474,44.732,62.444,-16.532,10.966
20.717,21.000,139.804,24.484,28.971,98.161,21.299,77.711,87.327,40.292,-35.245,-33.688
19.905,20.241,137.271,26.447,48.950,47.512,26.518,20.992,70.181,50.045,-41.493,-39.597
20.409,19.290,140.906,25.131,11.335,41.357,116.301,15.797,23.235,42.003,-37.493,-35.333
23.565,11.713,136.806,24.263,18.400,106.488,122.026,4.483,12.966,69.970,-50.033,-43.241
133.501,21.309,143.621,149.037,57.030,13.394,104.376,1.711,13.075,108.836,-4.765,21.554
134.380,21.618,143.675,148.352,76.829,13.636,107.888,1.989,12.826,108.765,-20.313,19.289
13.045,169.692,0.896,146.783,170.039,127.937,26.861,1.934,125.222,-87.865,-44.742,44.744
4.441,165.953,2.488,69.664,176.716,129.363,17.489,22.254,28.282,-88.284,-45.040,45.049
3.989,161.410,91.343,77.056,37.294,129.604,17.341,22.541,22.170,-88.341,-45.044,45.052
173.935,106.049,107.537,64.610,1.395,19.961,89.298,11.993,155.087,158.365,-16.300,10.539
159.863,112.559,107.343,81.900,158.468,12.828,95.564,11.657,150.414,150.558,11.195,-7.410
159.706,113.059,102.285,89.609,161.186,162.636,103.821,6.188,4.360,150.740,11.266,-7.430
158.021,90.051,103.325,74.143,161.175,163.051,108.107,6.188,4.238,151.458,11.981,-7.296
144.619,66.174,104.192,120.693,6.178,1.786,105.113,8.590,5.287,141.559,13.259,-5.365
143.402,65.477,106.871,19.436,0.432,2.996,151.912,4.306,91.760,140.910,-5.994,-1.144
139.555,51.810,127.557,86.736,2.857,1.921,8.520,3.783,9.950,147.580,-35.927,-1.780
137.042,71.260,109.850,77.109,4.171,7.342,0.794,3.465,7.519,148.072,-37.383,-7.173
137.068,72.358,110.122,109.280,11.388,155.105,1.335,3.271,5.247,152.777,-40.421,-8.840
138.303,105.480,109.590,41.653,97.084,104.715,49.906,0.444,40.019,42.707,-63.767,0.772
137.147,105.596,112.426,64.438,105.958,103.269,74.904,0.095,75.304,45.507,-65.088,2.267
134.657,108.115,111.287,31.757,125.340,33.783,87.816,13.346,81.776,50.297,-66.439,2.779
134.488,104.307,95.099,28.741,74.344,27.824,90.980,17.960,93.111,39.305,-61.372,7.473
130.074,104.797,84.846,33.046,125.362,14.557,87.564,6.918,92.705,44.050,-66.201,12.570
114.983,101.555,82.675,80.381,136.049,10.372,77.664,34.893,82.258,29.399,-55.340,19.675
104.024,98.733,92.826,100.916,130.891,15.548,75.142,44.102,76.132,25.884,-43.923,28.433
103.792,99.239,107.720,97.214,98.754,38.028,69.384,11.557,49.160,24.092,-44.716,27.784
105.701,96.452,108.663,93.447,98.775,43.773,64.457,6.969,41.415,30.555,-54.131,29.459
117.417,96.249,109.404,94.915,101.880,50.211,67.569,7.251,30.651,46.524,-64.872,22.914
126.305,95.649,110.728,103.815,101.721,11.323,74.189,32.127,27.116,78.241,-72.852,16.364
126.784,95.486,111.917,125.582,101.147,6.259,75.713,35.194,27.120,74.553,-74.646,14.902
125.009,95.774,111.945,123.648,102.733,6.524,77.506,35.420,31.331,65.320,-76.693,15.669
124.206,95.418,112.200,117.510,101.218,10.142,77.428,29.169,30.629,110.075,-79.246,15.126
124.053,95.591,111.954,112.769,97.020,12.264,75.356,19.073,25.603,107.603,-77.696,12.803
125.407,95.212,113.110,110.831,89.370,19.420,72.934,5.772,9.846,97.996,-74.378,9.084
125.740,95.103,113.443,111.318,86.780,22.066,70.999,1.528,3.600,95.459,-73.521,6.830
125.689,95.138,113.443,119.598,84.976,21.404,71.266,3.659,2.031,95.695,-73.116,4.771
125.422,95.069,113.474,128.365,84.516,16.018,70.250,5.624,0.733,97.892,-72.497,3.222
125.962,95.382,113.081,137.568,84.482,9.268,69.614,9.100,1.108,93.577,-72.583,1.841
125.682,95.367,113.174,137.836,84.452,6.392,70.260,16.119,1.622,93.065,-74.193,1.738
125.483,95.350,113.106,137.313,85.902,5.793,69.945,15.844,1.757,92.475,-74.964,1.684
124.761,95.565,111.999,133.720,86.358,12.657,69.094,10.812,0.346,97.262,-76.043,2.250
124.531,95.625,110.633,128.929,87.556,19.151,66.419,4.432,2.325,87.646,-75.194,2.871
124.481,95.606,110.246,127.542,92.080,18.901,65.337,5.170,3.962,85.646,-74.900,3.274
124.304,95.587,110.021,127.214,112.192,18.938,64.159,8.371,4.379,85.054,-75.002,2.847
125.693,95.661,110.315,130.641,138.043,17.401,63.361,8.271,4.770,98.375,-75.135,2.709
127.272,95.666,110.762,133.345,136.611,15.861,61.756,9.091,5.236,106.828,-74.529,2.125
129.255,95.814,111.104,136.683,150.179,13.764,59.949,11.611,6.286,119.228,-74.381,0.978
129.647,96.060,111.254,136.372,140.459,14.244,59.357,10.876,6.465,130.257,-74.259,0.465
128.960,96.370,110.920,133.969,141.168,11.454,56.403,10.506,6.604,137.439,-73.697,1.280
128.378,96.534,111.051,133.973,132.253,9.639,56.018,11.147,5.338,143.498,-73.301,1.449
128.342,96.569,111.946,136.008,131.735,9.347,57.512,12.219,3.210,142.339,-73.306,1.657
128.378,96.654,112.077,135.465,100.892,10.625,60.545,13.341,1.051,136.405,-73.332,0.690
128.343,96.447,112.301,133.443,100.097,9.085,60.682,14.309,0.962,126.643,-73.552,0.198
128.364,96.381,112.500,132.672,96.375,8.310,59.628,17.099,1.128,117.777,-73.359,-0.226
128.509,96.271,112.587,132.659,109.191,7.789,59.009,19.002,1.664,109.640,-73.775,-0.429
128.936,96.028,113.104,138.213,108.013,6.796,57.784,18.449,1.612,106.083,-72.825,-0.684
130.010,96.065,113.679,139.309,101.942,7.860,58.013,21.328,1.542,108.892,-72.384,-0.347
130.960,96.376,114.303,140.234,91.467,17.198,69.328,28.517,12.521,103.821,-71.291,0.472
131.386,96.565,114.421,138.675,91.253,24.166,77.995,31.203,21.371,103.489,-72.042,0.417
132.473,96.616,114.394,137.435,89.058,26.821,80.316,28.812,22.541,92.909,-70.667,0.848
133.313,96.709,113.481,138.439,98.097,26.326,79.901,22.706,22.709,83.988,-69.962,1.122
134.873,97.047,112.665,137.649,111.346,23.266,77.567,18.455,17.858,64.344,-60.673,3.051
135.974,97.708,111.679,137.683,116.314,18.216,74.978,11.506,12.845,54.975,-55.488,2.930
136.840,98.398,111.444,137.127,116.410,17.282,71.471,1.763,7.498,52.272,-51.007,2.297
137.138,98.540,111.105,136.642,121.484,16.109,71.161,2.928,6.672,56.562,-51.104,-0.092
137.146,98.444,110.511,135.618,119.473,15.490,71.585,2.913,7.266,60.587,-52.580,-1.604
136.247,98.234,109.992,134.704,99.820,12.358,72.779,3.496,6.100,63.560,-57.305,-2.053
134.977,97.970,109.510,131.798,104.400,12.350,72.050,5.197,4.675,66.363,-60.831,-1.842
134.123,97.611,110.051,131.930,103.077,11.429,71.772,8.862,4.820,71.743,-65.131,-2.064
133.724,97.208,111.031,132.705,126.213,14.325,73.500,11.393,6.347,78.262,-66.419,-3.029
133.979,97.449,110.518,131.283,139.221,14.667,73.639,10.971,6.555,88.329,-68.152,-2.214
133.763,97.626,109.976,129.738,139.596,9.940,68.018,11.716,6.241,94.230,-68.281,-0.547
