frame,hips_roll,hips_pitch,hips_yaw,neck_roll,neck_pitch,neck_yaw,head_roll,head_pitch,head_yaw,L_shoulder_roll,L_shoulder_pitch,L_shoulder_yaw,L_elbow_roll,L_elbow_pitch,L_elbow_yaw,L_wrist_roll,L_wrist_pitch,L_wrist_yaw,R_shoulder_roll,R_shoulder_pitch,R_shoulder_yaw,R_elbow_roll,R_elbow_pitch,R_elbow_yaw,R_wrist_roll,R_wrist_pitch,R_wrist_yaw,L_hip_roll,L_hip_pitch,L_hip_yaw,L_knee_roll,L_knee_pitch,L_knee_yaw,L_ankle_roll,L_ankle_pitch,L_ankle_yaw,R_hip_roll,R_hip_pitch,R_hip_yaw,R_knee_roll,R_knee_pitch,R_knee_yaw,R_ankle_roll,R_ankle_pitch,R_ankle_yaw
0,177.00857295427147,-38.52526365079372,1.289408741539587,0.9594548653389663,-32.11218821086882,-88.19551243272409,-163.23361827904108,-7.332109235662299,27.575198243296782,-33.91091931921677,42.92689826788849,-87.37871377697019,-19.698179949174524,-62.158583453388765,24.57329899626026,-2.59882276431018e-16,7.152489531149816e-16,-2.0188514580142732e-15,-76.64319234920985,-23.979450659216653,22.45540499831288,51.383936417655725,-0.8069143699847189,158.40628477236476,-5.662151927155727e-15,2.936266581313863e-15,-1.5652758681088914e-15,3.5959695304921033,50.68699136667822,85.35630372405025,-89.46896541717219,-1.2504393691972426,-178.43912937089775,-1.48040079378016e-15,1.4323763068252866e-16,7.667020456112616e-17,-11.334567605212529,50.347271446276906,104.59278145589847,-112.8918339930591,10.933543317614093,174.15046961505482,-4.316045971151513e-17,5.208286315456511e-17,-5.832449016528353e-16
1,176.9809129935144,-37.83105686069866,0.9632378401074221,0.7806382185765772,-33.165012568093545,-88.57321620741635,-165.44027614660232,-8.824855216101287,27.914464579143672,-37.978828545114055,43.17008527248773,-82.99446436090143,-21.578670034600467,-59.80515081436804,21.984815004927928,1.7008352712100538e-15,1.3746935037886583e-15,2.114007629873267e-15,-76.8061734163522,-28.77440545689418,26.78907469723155,76.82126015116704,-14.032956181681548,153.76368825975243,-2.07529946386073e-15,-3.974395583184983e-16,-3.9163632804936117e-16,2.8942176525976833,50.09079136343488,86.22912086233889,-118.3589261499629,-8.968168824559445,-176.43350285475807,-2.259203408197994e-15,-2.3250499055128753e-16,9.908319920973235e-17,-11.249844813533194,49.651227871584084,104.62765194022745,-103.2366413055771,12.713354261516091,170.46809306134818,-8.450143477056132e-18,4.839850155534175e-16,3.8937466244956815e-18
2,177.0483810525493,-37.13078960033747,1.049225201788784,3.771636742443628,-30.827117343701378,-82.66959163521413,-169.18405455678786,-22.346690846084794,53.46247277478578,-32.00791189910311,43.68284888644302,-88.5906726841709,-29.824697098443128,-56.04786311865155,13.790904510510842,-3.1444127451684988e-15,4.724469142867003e-17,-3.04896980455943e-15,-75.97457465194826,-22.335819196841303,20.84830500895441,53.058984038919206,-1.7202214511521285,156.54955680263927,2.645495366129846e-15,-9.55537542766514e-16,-1.4176359992034103e-15,1.7423681392302908,48.6456509999631,87.67937024114728,-93.64870044961901,-15.812799498294844,-164.7469753547329,-9.947732671699002e-17,1.844675618047305e-15,-3.3521160826745647e-15,-10.34152705335246,48.593305142197366,103.6741175597448,-51.37703132634892,0.22518901201568955,173.47503121383636,-1.1306699379304586e-15,2.677284919234005e-16,-5.264880898818707e-16
3,177.29689140511212,-31.5804355038774,0.6966679725913412,-23.691741597686445,65.38012961442313,115.76552271852042,34.9175988720637,-15.95156580520398,-139.7496907566253,-60.426893581564826,-43.10911908307366,100.39762933573186,-42.26264409047437,-36.45016743049074,2.471205806572678,-2.6450844627204637e-15,4.305390604286232e-15,1.2162237497323273e-16,-25.309675117692322,33.37481895006203,-148.81271556600294,91.84973078609853,-31.29843313392967,148.25640404027675,-7.965847314035721e-16,-3.003415484510042e-16,-5.301941948236183e-16,-1.0334832669339413,41.62011597316982,91.5557947551132,-39.559632652627485,1.0074462877617307,-154.0698908887315,1.847144351637583e-16,5.00513249432667e-16,1.2597186223053254e-15,-6.764001280204484,42.015336209491274,100.04853891987167,-42.62547495156159,0.010930277818431717,176.3070640736326,6.836226286678244e-16,1.0254590416999992e-16,2.2058888355870498e-16
4,177.37154772991823,-10.19726858765446,1.8636025559402858,2.3595474849671976,44.96189200174148,86.66276444055828,-175.46427871688348,-11.217046329599773,-98.2050115157315,-19.401792454933744,-26.396110359148977,137.15297252504698,108.07807162744842,33.38079558482246,-169.83758178595522,-4.865058065943406e-16,-8.688596823861115e-17,-4.338854708508972e-17,-14.23843979469834,33.75445546316156,-136.9814694002304,121.3040590516485,-19.161258771173454,175.63065464321903,2.6560638439990794e-16,1.5103106114792723e-15,1.493584876874497e-15,-1.4656829461265202,5.323998548788794,105.41641351649416,2.1106614926718237,1.8566264364507434,-166.40784316463333,-6.246867433472045e-16,-4.182564264496066e-16,3.5102957405105997e-16,-0.24546998326187325,-6.127316276958618,87.70147918762672,6.210466029452902,0.009315041722860651,-173.21164493118107,4.720685161531699e-16,-8.330596703601341e-16,-1.8087506960469255e-16
5,177.16797763870403,-8.657791953989586,2.525357600904122,2.7121103204799066,45.09791102200186,86.17386963581664,-179.07279577193074,-12.350337426927199,-100.45172247661482,-14.48587582944364,-26.009684672273725,143.5258366808335,104.70063138481092,35.56294098324639,-165.03755240788485,1.436744878097424e-15,1.6071591572630586e-16,-1.394756361748331e-16,-13.978951289487535,33.26766338817951,-137.81158074451704,116.63647218023205,-20.14857405106057,173.72870358692577,5.723634166460021e-16,-1.2299655456124655e-15,-4.587488112127023e-16,-1.706643300193008,5.724670113313098,106.6311880310663,3.2530160391852965,3.659787968798526,-158.5458398365484,-1.8001563158484529e-16,-5.347550929106973e-16,-1.7691546339902464e-16,-1.0269884628775787,-9.861786865807263,84.02487232091222,-21.287116525627127,-3.9256164720387337,-173.55091621939863,2.3873261036480865e-15,-5.10687387719264e-16,-1.1162297312007552e-15
6,177.17528098632107,-7.603008109107711,3.4384068793961875,4.442906598552134,44.798307468295114,83.70730117752643,-179.881791266751,-12.587036381001207,-99.31872016256666,-8.028979160986484,-26.053297301318654,149.71220922041334,103.89870444466032,42.295321186347046,-158.603844233161,7.871327636648123e-16,4.846385785803526e-16,8.224794797273114e-16,-13.72114673929135,34.680462678970635,-136.84239632844537,114.07157900436374,-17.82138456129713,173.20991012740916,-2.3998141365904815e-15,1.1331960075932705e-15,-1.3106124108179598e-15,-1.4199205284973093,4.414541532346778,107.85014670846294,-2.4855921646885513,2.5264646175190966,-130.43647796944356,1.858215212801602e-16,3.8176938981926543e-17,1.161593294563359e-15,-1.4187280263107107,-8.54902107820031,80.54119762759859,-16.745356334315876,-4.685134534548443,-170.24414123805172,2.6408635248196363e-15,9.85315968883648e-17,4.3519173518413617e-16
7,177.72776083771916,-7.3695131875943725,3.5184185033192903,5.586334024505599,44.48875465397485,82.05425886772984,-178.69765251999337,-12.705600725592213,-97.06254123095977,-2.704888426956845,-26.04348365508502,154.052969602509,101.75536388305323,53.02263670737889,-149.49864675896336,1.3222778308551438e-15,-1.2923508136315177e-15,-1.459517798044319e-16,-10.895666053633592,38.11731058513398,-137.39650844962893,113.91162776779564,-14.921649010581836,173.0596538647869,-1.8008089394558516e-15,2.3175519242388914e-16,-2.8570713528421193e-16,-1.3126173990408185,4.005158920752348,108.16239349500307,-0.4683047245781688,4.439887237341244,-130.2243689603319,4.565849954571036e-16,6.379162868708301e-16,-1.642281872263458e-15,-2.2723176020663356,-8.719039543124024,75.33129217388294,-31.823334068361724,-10.099480991834549,-168.5287900591042,-1.1508857217407313e-15,2.3253738906942423e-16,4.9263295298079206e-17
8,178.01684347619562,-6.997023406232064,3.0401028887497525,5.6038144948937365,44.592845143767846,82.04406960499384,-177.34638469825333,-13.521774042153957,-95.60214371948749,2.7282620826684005,-24.95504934163971,158.92938239859998,101.49841158053624,59.456120867007364,-143.3602646285665,1.4734371665419442e-16,-2.3966050433858583e-15,-4.959096181713566e-16,-7.18221776937056,38.98158978009293,-140.84463187286312,113.7775701330049,-4.572852397254296,177.54610116788248,1.90630427803896e-15,4.701199613399696e-16,3.384407378664409e-15,-1.3339841459820192,4.096921492227109,108.0530162670391,4.462017735703705,7.3908531248804525,-140.17846804737087,-5.355543276265261e-16,9.585617071635827e-17,-3.3970201573363896e-15,-2.5333192158733957,-8.022636897096383,72.41074975713778,6.175911476900349,0.9249924249261661,157.5253992284386,-4.1131468051291077e-16,1.0564460870021078e-16,-2.913035066730786e-15
9,178.11844842608016,-7.033720769037005,2.3091398782667603,5.24779191973196,45.02861482561379,82.60276864538417,-179.9578560002173,-12.523685003593272,-95.10382238901136,7.170757421349363,-23.715995080635007,162.81291450612756,108.54352755549479,63.371426065078936,-145.52326833569677,8.160750487622832e-16,-2.0932232344176995e-15,6.688587005221247e-16,-3.5069861240903415,38.76976236520844,-144.9573643564132,106.8186743724753,-1.138494257171565,179.12274189456403,-6.695903340252866e-16,2.7574061615308866e-15,2.5519928565516773e-15,-1.513785568519434,4.904347662875701,107.1769612271768,6.620103829998311,8.60749090065828,-144.26872842330715,-1.4128642595064536e-15,-1.7358102662569399e-15,-5.298348647614789e-16,-9.203402845684925,-16.024231281617485,59.58894012636281,30.401458612636816,18.371440325678375,56.043749349189504,-8.041724538698841e-16,1.5633055597920174e-15,3.2399237001700533e-15
