frame,hips_pitch,hips_roll,hips_yaw,neck_pitch,neck_roll,neck_yaw,head_pitch,head_roll,head_yaw,L_shoulder_pitch,L_shoulder_roll,L_shoulder_yaw,L_elbow_pitch,L_elbow_roll,L_elbow_yaw,L_wrist_pitch,L_wrist_roll,L_wrist_yaw,R_shoulder_pitch,R_shoulder_roll,R_shoulder_yaw,R_elbow_pitch,R_elbow_roll,R_elbow_yaw,R_wrist_pitch,R_wrist_roll,R_wrist_yaw,L_hip_pitch,L_hip_roll,L_hip_yaw,L_knee_pitch,L_knee_roll,L_knee_yaw,L_ankle_pitch,L_ankle_roll,L_ankle_yaw,R_hip_pitch,R_hip_roll,R_hip_yaw,R_knee_pitch,R_knee_roll,R_knee_yaw,R_ankle_pitch,R_ankle_roll,R_ankle_yaw
10,-24.646622238394112,-54.93041211450234,124.90990739422307,-17.802717445914293,-77.94175606195367,3.73679775875435,-36.034145967924985,90.22885849640198,48.1354880427363,-40.33027019652655,32.03489581264026,-64.14481154292066,-6.629397994321353,-175.88437307181135,-0.06286642950064988,2.3003040037240443e-15,-7.521232082660155e-16,2.2509100368460668e-15,11.159829505197171,127.44001066037211,-26.60764412221609,1.1560115008826934,-173.87870459529267,-3.2993939929916385,-1.6464152508953651e-15,-8.430932449312926e-16,-1.5417577993342661e-15,0.4273423779234512,179.41034010762996,-35.93063999919507,-2.4766170408758064,176.96931499901726,3.287250698555068,-5.293043355046856e-16,-2.8249424729108913e-15,-1.53356254681508e-15,-21.891344369046205,-69.88201881871082,7.777085560963689,23.996906127563282,-81.29136806371505,-26.73222532895189,-7.043565199869986e-15,1.4454225558367744e-15,-2.3918246035428144e-15
11,-24.851287811582303,-54.97659352328448,124.7233404657016,-27.071292503633046,-97.77549787165246,-3.5559317154826164,-16.446104135304715,98.86772384679736,49.85263284402621,-52.30006672326466,52.964507189434144,-58.12349604219854,-6.765761905907894,-175.77617451315876,0.40974415664095465,3.0094110452637323e-15,1.3424942279940828e-15,-1.8691923526885503e-15,8.017472714347571,145.4923584990333,-38.75481845176066,1.2761816405816888,-173.78765834465887,-2.3988736724114768,-5.948672373826537e-16,4.640058302896022e-16,-1.1299159786829803e-15,0.6819157996740638,179.0648176058926,-36.095696549569396,-2.475236782666635,177.03722026871753,3.7416990279641698,7.458046984767792e-17,-2.9916982285244645e-15,-7.496510132393767e-16,-21.05401565757004,-70.23318186651011,7.356323382445794,25.0651358589451,-86.86992423485475,-23.574079209273474,2.934131560565951e-16,5.825899563520052e-16,2.338583857749675e-15
12,-26.327446394929535,-44.298501078580166,137.37752216103752,-34.30273379810162,-139.38642615613944,-33.31323509157829,1.4610200071611372,103.4527524144214,35.09214621241206,25.75299010641905,-67.88536270705677,-56.356477130063894,76.60752949932659,93.84197014763475,23.768865186368092,-3.1567005503531664e-15,1.1074437041555376e-15,-1.067378708300423e-15,0.0684028261840229,175.8183422277329,-47.27910847198544,0.01029877140588633,-179.26121546862043,-0.13936744801445022,2.413985779183976e-15,1.1075880882321352e-15,2.1902960425286483e-15,0.31991183030477366,179.69749378737885,-46.601416729917155,-5.895458676839854,175.3991158273642,5.319923885773432,-2.724707487890689e-15,-9.621440430500216e-16,1.4110628025447434e-15,-30.65823509844264,-60.66675568280798,15.98916180183987,16.96230868638792,-103.29818586268391,-30.26917435864257,-2.0889496254330012e-15,-4.04326178971353e-16,9.809587168590788e-16
13,-12.82047610003897,-27.724525595268492,158.7146609545081,-12.477388584503363,-176.00397763845285,-72.0823731546475,9.819563794818283,23.730701110499673,96.98884365977791,-1.7998387598787733,-55.09104803681666,-71.26379044760463,58.48628428035784,16.932840404971458,68.15297587747821,-7.9505881227411e-17,-1.4483333060303206e-15,-1.4772141949603061e-15,10.846087271355728,-153.9971303979322,-51.42479291636702,1.28367844123137,175.93754422873135,6.0991742984383075,4.594009750702554e-16,1.3753193743635345e-15,-2.3881109751831134e-15,-51.86182601002129,-118.101230852269,-22.781737494037163,30.714436200767928,-146.33050474004355,-17.814181960960056,1.160468196429519e-15,1.037120588139022e-15,4.490004578330414e-15,-24.225139818202216,-26.24456004755693,39.76899927192874,1.897127352448629,-135.70709180770044,-43.55374291364666,-1.0742598493120494e-15,7.443555488149152e-16,1.4250448144382623e-15
14,38.976933486279066,-15.818770589336149,179.81733212977,29.615390448393256,101.08297319983953,-5.529053878407101,-7.219594386451759,-99.15289564013838,152.05848305134398,-11.198885780018372,17.146684937786606,-62.270663723077014,-6.964036541329748,-8.16099675182452,74.0966955664213,2.387981572422932e-16,-3.9915559909867713e-16,-9.373475235393978e-16,33.28437995047573,-116.38494194072084,-14.851656793262695,-1.4141833564954038,-177.72475663603038,4.38794377783697,-3.051133159590701e-15,-2.621388544063593e-15,-1.5555246580305762e-16,68.38243796096106,67.92104671375952,20.661434233772106,-57.544279516559286,80.33326785909782,-78.01477979198265,-7.325204645944501e-16,1.6758724362309377e-15,-9.73669050777855e-16,7.8111377828003965,8.156790241405076,43.47700740456661,0.9313240917860817,161.48380188233642,-46.81333491397251,-2.6866102708896186e-15,-2.2362959355299122e-15,7.976830932192143e-16
15,41.67181988820146,-16.22827670764385,-179.4125970524056,27.00780327957691,96.40065635346328,-2.916244837414614,-17.60891152987138,-94.97223227301706,172.58603081808627,-14.006539181547973,19.842648104073763,-61.00295961274427,-1.735028315752884,-1.9029426878924467,78.65421865350581,-1.1552449468809808e-15,-1.0967911025013406e-16,5.253265284476564e-16,32.54802090749766,-113.51339578389724,-13.978356164945598,-2.0313875465112003,-176.48060930673333,4.882537501105108,-2.3275612168507534e-15,2.4682309385832106e-15,-1.2280432769161531e-15,63.22064023720742,48.34865580704656,38.45135691324971,-50.24982625683531,83.6296029594615,-74.24453685258102,-3.754086932517373e-15,-4.67712081469749e-15,5.188289366403908e-16,3.7980511627371243,4.217960812650995,41.928973162881945,1.2850730802003272,164.4487017520058,-46.676309544673124,-4.784229122357279e-15,2.712551878252404e-15,2.5811261918918045e-15
16,41.436781466402756,-15.79324115822626,-179.5305843522806,28.109342918876095,96.22695631130723,-2.942881408581561,-21.74633440688927,-95.7921112642356,174.7386142693308,-13.24451921035696,19.02478890438269,-61.85220206420064,-4.807398945190344,-4.748294838372812,81.08577603172245,-7.907007037699197e-16,6.235750835037253e-16,1.0261600858611344e-16,29.15493161672231,-114.09136074035638,-15.961439538715348,-1.8673990338704012,-176.81990900318377,1.0361375115554812,-2.5340430003214185e-15,-7.379300430881493e-15,6.055205487093173e-16,69.11809841693399,58.93851782534147,29.369059514379504,-59.20161968910564,101.13552104821777,-62.306005124427166,7.435597267438434e-16,-4.88537168830898e-15,5.808227764412038e-15,3.191469421615984,3.1153018458438932,45.64887943066255,-0.3096981584621246,167.620875110527,-44.324939908549126,5.694042759620573e-15,1.8227979267871907e-15,-1.3872041802365107e-15
17,39.332718519597684,-14.241238213646376,179.48325658333226,29.814997667084352,96.31023079702669,-3.1470322347995423,-20.972425179526592,-96.39055063883706,172.3189904690142,-12.048611995602023,18.350960110721683,-62.14755743324601,-15.737284321686264,-17.990455756800003,74.0047310786564,-1.4244194890095738e-15,-1.5776298993865865e-16,-4.880022444622823e-16,32.37337137579537,-115.24898788998418,-15.793612743971241,-2.590766089090133,-175.92718364789758,2.6195323153887866,6.349287425964089e-16,1.1428789053942793e-15,-5.245766527038998e-15,65.39117889755136,119.17421353628352,-26.91153892068971,-52.022383463423814,148.75609127771392,-15.78594935897603,4.848970755384222e-15,1.4521672015536107e-15,1.317619507967921e-15,7.8644923397115445,6.096701115907316,52.02416446356712,-3.8086039361197463,160.1675785332763,-42.0082985074741,-1.0510115832982718e-15,-4.619050039476907e-16,-1.3885122024525955e-16
18,40.045807136251334,-14.526806095915587,-179.81206593095388,25.04603382624387,97.5241090227869,-3.2004084298250315,-5.591932374926602,-79.84078708562473,121.3706109539084,-13.287345215451653,20.38274345754602,-56.976583359218196,-22.063595083141408,-43.18629166383824,55.950548029512085,1.972993278188397e-15,9.80108952607242e-16,2.8779012187741874e-17,30.13636017068598,-116.78511294257312,-11.014730218859556,-2.421219707208222,-176.69388919489708,-3.14251443002834,1.1669201852310303e-15,3.866712826883334e-17,-2.359813684290396e-18,31.623379202876123,160.01409367968162,-55.25378710061731,-42.12643547869958,155.2332805760286,-5.487493379750667,-2.1302986052289005e-16,3.7863577847415005e-17,3.775756037181752e-16,33.14442076559793,18.687110167325493,58.25828700327558,-8.554021101550306,136.8644183916025,-54.84413520495465,-7.145106991407395e-16,-1.8780248770608534e-15,4.1714138852805633e-17
19,-8.541598254099457,-26.55900891667003,161.6861331799923,14.690746359479,175.82986025264762,-73.95985541761529,-38.53321175252929,-0.9843848434446079,107.24037161572534,1.3387316975086736,-20.850565880348622,-78.00782349030767,-67.2199521827935,-85.64315517300136,7.774657620866824,2.7984955767168136e-16,-2.9607474621673278e-15,-3.956128761106765e-15,15.54956348252754,-136.01070694226252,-58.977659505471586,-2.1796628861218204,-174.96870916727883,-1.5313177268867988,-1.4611763139688273e-15,-1.2086571836312024e-15,4.3612115812348744e-15,-29.25116482882277,-134.6360463747274,-25.755925471198584,14.262565751457906,-170.82385527338647,18.543325678055133,7.735734305745053e-16,1.4315775634380094e-15,-1.8510178392191826e-15,-48.545859911291664,-49.51929927922804,32.60643356870682,6.136106182936783,-113.23152297789555,-53.477392566618555,-6.776179211355286e-16,1.347985998998026e-15,-1.237973886087195e-15
20,-10.590431763862766,-27.77801247070992,160.3739946956898,14.796325121968868,175.13365771772553,-71.5629107858718,-42.018288592380664,13.484539791459383,122.91529363696921,0.9163727827108508,-18.09681755932984,-74.99697177480877,-67.5448872533534,-91.80048627520092,1.2837028499566936,7.613135512425707e-16,9.881741377578065e-16,-5.7700376721410085e-15,14.210954974199845,-134.8361506814696,-58.477905654609515,-2.874523192394766,-173.03876179818832,-2.676647963269983,5.232205476844077e-16,2.7386255892847417e-16,4.424091918971214e-16,-24.39281212872677,-132.05119855892727,-20.431710696862964,10.237804692113695,-171.64169248502208,19.00903143077431,-2.717573474326943e-15,-6.547200417448184e-16,6.458492881264413e-16,-50.4411109006686,-57.759424065575296,25.932210283460133,-2.8704806676730144,-102.40280071562651,-55.68905545421616,-1.1765681210088372e-15,2.527817922566036e-15,-1.112369117140765e-15
21,-11.084796349873486,-27.66489190449356,160.02072301283658,0.5887498878188118,179.8470276574404,-75.4348607860976,-27.633057238069714,10.041826492600496,110.84948401686162,1.008423205764859,-35.51603859489755,-76.84820795035695,-70.94561294209734,-60.338761617466126,30.02868533186694,1.729885113009079e-15,-3.877658776282008e-15,-2.2904981597728884e-16,11.3297623278463,-146.6346190067179,-58.82409584643224,-1.072021665827159,-177.28319028505686,-1.5007962954215766,1.9780980102936444e-16,6.232458206865293e-16,-3.129050006968127e-15,-31.42568215378044,-126.46459093941981,-21.07224702417926,12.351243714632508,-170.5170714836764,14.787816585758362,-5.2697503748347715e-15,-5.771213325808761e-16,1.1665081748373957e-15,-40.61074448531295,-44.18119124717521,33.81385921624922,-0.5214171631131066,-126.20546456189793,-51.27701420158437,-1.5232834342291742e-15,-1.0285015954123758e-15,2.198283554939071e-15
22,36.64446555346726,-15.555768270155172,179.78631103310784,29.019250365701012,98.53175162219324,-4.162308524131173,-4.587121138182981,-85.14819058394339,145.08035956102668,-11.501863555358813,19.91088871514835,-58.12368595856522,-21.007238423417014,-34.3292510286252,58.555634635016276,-2.8472347702227403e-15,4.132936947619976e-15,1.1379959788764143e-15,34.703637548976644,-113.05393015007812,-15.67025399764196,-0.8953574428243981,-178.75770067838698,1.1904788335732541,-7.5867119375754e-16,1.7603038282880114e-15,-1.57189209006124e-15,34.71279119056668,163.9283914637934,-63.164584212640705,-39.099594885919096,164.44721025644048,-2.029646144510866,-4.467810988077556e-16,1.5201494910235863e-16,-2.5385647152984382e-15,21.304890989068813,12.934008212300126,57.70369834491532,-6.663619440395747,142.69480033560617,-51.48713931787886,-8.125056903716237e-16,3.0385146018342445e-15,2.7381774502241658e-15
23,37.99635478229237,-15.52815991407883,179.85741830485242,32.42652492382512,96.84889503601173,-3.685001206672626,-31.538682931712433,-99.5438800430508,174.8018498552557,-13.219402623934526,20.827457133618275,-63.62419169361766,-12.895288707684259,-21.78049971593788,62.63567760952314,-1.140694709587851e-15,-1.2064033012367097e-16,6.103964092251254e-16,36.32446873065496,-111.908338102984,-19.21292146721678,-0.9419701770060805,-178.56921407602348,5.042845858570772,-1.9359064441722185e-15,-9.703752731853234e-16,1.9801862888916715e-15,67.54474271794007,114.81193475267438,-23.135267625846225,-36.60719548205778,164.36123721588254,-4.58342066704853,-3.4455900520016557e-16,-2.435466568608509e-15,2.470043098450329e-15,11.288150937342786,9.017005473230814,50.968393441774175,-4.4173111280016455,159.3555470117619,-40.307710257693444,7.569764566414302e-16,-1.3371548424514414e-15,-1.2975585082361305e-15
24,38.961806588270726,-14.690989345462153,179.52901415718497,31.173765980727563,96.2256107775674,-3.231906472277809,-31.429477223927993,-100.05039213341468,174.31511024190175,-11.863569959875754,17.756955928052268,-64.02329087859516,-7.242229677863232,-10.347070840803731,69.182570141938,5.998614255222105e-17,2.3833921165779853e-16,2.1102094142200325e-15,35.26315312266708,-112.91159766899678,-17.61114801852598,-1.5018211545466968,-177.6198615790251,5.277842473373818,-1.0802139174320072e-15,-2.841548816902418e-15,1.888902597358386e-15,60.79018660712608,57.45922655713587,29.11488063725779,-18.623151234719323,170.33584202545532,-2.8328183063754953,-1.807949889904862e-15,1.0923037523386073e-15,1.5122182698908748e-15,10.161077002968502,9.742281663187685,45.77737740283514,-3.7965915304753755,161.54203873557742,-35.42504843716743,-3.917417870280609e-15,-8.409517301518897e-16,1.902542608959571e-15
25,38.46683772174987,-14.14011116505112,179.55661538658146,31.81284721669031,95.14993209936189,-2.720057176316194,-31.761859077456055,-102.37336167025444,170.75245840097156,-11.398385562351992,17.376046926955635,-64.19172221643836,-8.496927912344908,-12.222299418705845,68.32083845149123,9.535215089668713e-18,4.6346205599711224e-17,5.4587158866212335e-17,37.11100291098623,-111.54155443295521,-18.519885860618462,-1.4411295666135668,-177.87282294244434,5.0233032812996505,-2.531109543688902e-15,-7.1768130914168e-16,-2.0732668179007252e-15,56.98557340381153,48.73299892435309,36.34616808797985,-17.10687111947765,170.3693724136547,-3.948538376589688,4.011384178134091e-15,-8.197481596179549e-16,-7.046813085650455e-16,7.777176316294157,7.243451833544499,46.79434171768161,-4.496419329505466,163.69840631654532,-32.28098020402095,6.262932196599551e-15,1.9000500483848268e-15,-9.488749903696421e-16
26,40.83749382248746,-14.43229116724019,-179.58390457309008,24.726069145757364,95.74038043229444,-2.4077365219727835,-5.39790325328083,-86.24479726866454,127.53811842706442,-12.399928195400099,18.28162176822877,-57.859360501977676,-20.553648380643445,-32.73824602852554,63.66403641693027,-4.233712712191946e-16,-1.0298273095012743e-15,2.089105870975224e-15,34.06183688494148,-113.07577641839761,-11.414863017642094,-0.8343450195439973,-178.82284701134068,0.9878348516184888,-4.18187075659411e-15,3.015752982704486e-15,3.3244120651142045e-15,57.06214484325563,146.09306703695293,-51.3094370219279,-23.83372624717988,168.38583115682414,-7.088815576449971,2.956070060119389e-16,-4.3050850558423836e-16,8.187456500695036e-16,15.062371119652372,10.631553975768469,54.15788193520236,-6.663450389227664,153.11642558831377,-42.67537703696913,-1.3943148414539762e-15,2.08813936853033e-15,2.331192223938962e-15
27,41.64330150484758,-15.165706247960413,-178.82835222824926,22.864418944580347,96.14761366665843,-2.3964768315581306,-8.957817969784443,-78.25455041927214,114.10325944143425,-16.07053967931943,24.37694433313305,-54.4037600298567,-20.43875682672479,-62.927253062589955,45.03389087163666,-1.6665272647477025e-15,-1.2874345077759523e-15,-2.5315400244742925e-15,31.989837390140366,-112.81147966928158,-10.421563150379528,0.8357833911875538,178.7879150021047,-0.4604886593304124,-3.555669182545735e-15,6.023616547094301e-16,-1.3309371387297259e-15,21.20275816395405,165.36877441281587,-54.17725642471032,-21.43328164640362,166.6806663098299,0.13142119782280995,5.589539412331434e-16,8.931435476573658e-16,-1.3312746405292659e-15,51.05427907847751,25.76704667392092,58.17397631237877,-7.029280146537428,113.82083160444004,-67.54890957559269,-7.880258937042129e-16,-1.5616666249728326e-15,2.6934455530388137e-16
28,44.523692859916686,-15.731189886886234,-178.53042741362728,15.965801153308275,97.41177946468663,-2.04928460422529,-30.60422591322081,-62.49276110011858,88.55235260624383,-20.85574700771975,31.297287900033755,-46.44690272965315,-11.067696440672576,-81.99336948421423,37.80251306427935,-3.486532891589674e-15,4.224962654967297e-15,-2.3883443716492096e-15,26.384305332506194,-111.25421551185319,-6.286633201194294,1.760780118856123,177.21987699931267,-4.298653528850231,-6.83791321774095e-16,-2.469633021641102e-15,-1.4954061646204472e-16,10.616823986337362,169.0215161691452,-43.52326153025554,-13.816247261643916,167.695170383004,3.0455669840531887,5.820335410074063e-17,9.670053977138233e-16,-7.821841724016419e-17,45.6243616282201,141.94393514644892,-42.39673831821189,-42.07483665978992,-157.43422635490916,-117.09917892259497,-3.850319719161251e-15,-2.919071597918708e-15,-1.355937263825055e-15
29,46.62023210508992,-15.72533512268284,-178.46911671582387,13.805428457602885,97.6189558576213,-1.828248582424853,-30.860219905667375,-64.53027255321139,87.06834039544881,-21.965254325806672,31.613934847158284,-45.20938302784909,-9.434967055267,-83.84948387583849,38.587181423863385,-2.5294891962307545e-15,-7.161544702696933e-16,-2.6286486980749254e-15,22.539552556189392,-112.19955164464739,-5.033071856195528,1.5863253005614104,177.47588121572696,-7.9837091581410204,-2.069891949843232e-15,-3.5289302720221107e-15,1.4557595064467288e-15,12.196904609733608,166.5513054344838,-41.460456573361114,-9.18127606607554,171.35506343322032,3.4786856744207686,-2.0895454270655836e-15,9.267594083969773e-16,1.1063575817857089e-15,42.50272830030724,142.22759442577635,-41.08444544274758,-36.78242106906177,-158.19209010094605,-112.4888600139707,-3.9358470989686646e-16,-4.609486575783777e-16,4.323699562278778e-16
