frame,hips_roll,hips_pitch,hips_yaw,neck_roll,neck_pitch,neck_yaw,head_roll,head_pitch,head_yaw,L_shoulder_roll,L_shoulder_pitch,L_shoulder_yaw,L_elbow_roll,L_elbow_pitch,L_elbow_yaw,L_wrist_roll,L_wrist_pitch,L_wrist_yaw,R_shoulder_roll,R_shoulder_pitch,R_shoulder_yaw,R_elbow_roll,R_elbow_pitch,R_elbow_yaw,R_wrist_roll,R_wrist_pitch,R_wrist_yaw,L_hip_roll,L_hip_pitch,L_hip_yaw,L_knee_roll,L_knee_pitch,L_knee_yaw,L_ankle_roll,L_ankle_pitch,L_ankle_yaw,R_hip_roll,R_hip_pitch,R_hip_yaw,R_knee_roll,R_knee_pitch,R_knee_yaw,R_ankle_roll,R_ankle_pitch,R_ankle_yaw
0,173.24443862159234,36.33248815890835,0.5729125388546906,-0.8984838088500322,27.666569835019246,91.93445388246492,164.96955465569974,2.873188703670788,-87.4114677510515,-23.33634446718539,-2.144464533106288,153.77335637337245,2.3701490793537827,0.007949929560072535,179.8159360492874,-1.0255106165537348e-15,1.4919123385076225e-15,-2.102982081673588e-15,41.09669022160155,47.9749996442374,-163.90813905840872,130.53796695052847,-21.14589802637511,165.60203050221682,-1.0515275655930887e-15,1.7618848268194393e-15,5.502410147915649e-16,9.316720504063941,-32.01586099848442,107.19466125945148,20.81648730228015,-11.980422345398551,-136.61921868953402,-1.499233627293247e-15,2.2424033488687728e-15,1.0518371856908403e-15,-24.529532223868962,-5.648184917758441,12.170455965522251,32.38481671778379,-4.836496318032048,146.47530845590464,-3.050147955132157e-16,-1.2963585051958261e-15,2.011114274743561e-15
1,171.9274620795409,36.04008807641542,0.7612671235164021,-1.268562709575519,27.73746718610479,92.7240157556014,164.3994698433182,6.0244009846473965,-85.97045750202813,-32.65463525772982,2.229667208837331,155.54880767612883,1.7825558898987757,-0.19718115372507902,178.42989297922296,-1.0343620377977492e-15,1.311106975788897e-15,-1.284593484613937e-15,38.57428819767102,50.2981216717841,-161.37011254491395,128.4340835495605,-25.571123395410094,162.15874682940608,-2.2633543224865637e-15,-1.4893028214786717e-16,1.2881324286473643e-15,9.654073027312355,-31.753842936753617,107.91255488446049,22.44881380312145,-11.142162655219545,-134.06145738586227,3.270097514783185e-16,-6.785226363262451e-16,1.884602937321565e-15,-25.003756024828434,-6.590280076197065,13.824661530488052,29.224413997325147,-2.113403409736349,148.32837735290272,2.201667872456608e-15,-2.0088920439168713e-15,-1.1496971762714973e-15
2,171.57452936976566,35.72210943230122,1.3340440406245404,-0.9794007976278275,28.562173763962637,92.04780230389869,160.74585046941553,8.784684061624967,-83.63314169706189,-33.238335593347784,2.173108478445011,155.0562507268629,0.06326277038974522,0.01946702890584818,-179.7862908075107,8.124648474731187e-16,3.458860323428402e-16,-1.390949312769428e-15,37.39479379003694,50.85836565617039,-160.92652261013197,127.97222241415126,-26.317312776233532,161.44250056637657,1.86111198958131e-16,-9.797206205200396e-17,-4.819392484020265e-16,9.34165725639021,-31.680997558957625,107.39190607459707,22.960891755308513,-11.859349282253055,-130.42869638628198,1.0816485823192875e-15,-1.8482553032035955e-15,1.1086831260187974e-15,-25.729622539687647,-8.225312499052995,16.534926960117964,26.3362686778644,0.3696931043275288,147.95350012410145,-1.3524242040112944e-15,-3.291090614000104e-16,3.9097699528771655e-16
3,171.84154222643974,36.51785344792156,2.278542134062832,0.4065024608601856,28.31236585289997,89.14295251356162,162.4796926736634,9.224730280162879,-83.64803393148334,-24.552058131918454,-1.85263961624931,153.82409317721724,59.38415253182103,20.409477796948988,13.628828039788516,-1.382007143874728e-15,3.689763188322328e-16,2.3305896346823454e-16,39.17957719354142,48.954052271317046,-162.64723372415742,129.5075666698749,-23.390375741989843,163.94711245314087,7.051019248859509e-16,1.3196269383565966e-16,3.3704155357516887e-15,10.315553887252127,-33.731616358444434,108.14753975742244,24.04848087408395,-15.554288522801867,-126.05445516506127,-7.404934411602461e-16,2.7200365405437888e-15,5.748337420979283e-17,-26.699127208039464,-6.879173166967013,13.395848709719512,22.44081280821452,2.298096799723307,155.66631298738366,-1.0419018037615494e-15,5.344513974109497e-15,1.592402122959917e-15
4,173.0690252725153,36.574925412710854,2.2655370608384007,1.5938379292459717,29.093609549839847,86.7248289511109,168.30890934487275,9.16802993680057,-84.42079518325625,-8.104480808900714,-12.458000382985507,150.70179477636216,66.33852938461389,15.143392743251358,16.157000532117834,8.698621172169793e-17,4.263399246097711e-16,8.180635741023982e-16,40.68969759386511,47.17109436416303,-164.91723963001724,131.12137346361015,-18.589494443530892,167.2727176762816,1.1617143153856515e-15,-2.3787837901353942e-16,-4.938749254709368e-16,11.304031155686086,-34.574604832296785,109.40467396116982,18.02710567169263,-16.395068134991174,-139.235169526716,9.855894759219784e-16,-5.567395696746933e-16,3.104252948737585e-15,-26.75982574405447,-7.644589571351521,14.778481318603731,29.367836421870923,-0.9001665767256181,150.87555317196524,4.926739719921701e-16,2.0248467034247745e-15,-6.811372179226765e-16
5,173.60773684946207,36.748859668325814,2.2437150054780637,2.3854336928128737,29.43281574782871,85.154442429965,169.38678920227596,8.493838730571674,-85.12624531725773,-50.373288669244424,-68.17012104383119,67.68970602571062,70.53262134767333,40.76752667351363,88.67267450252186,-2.7996125057274417e-16,-3.106382050922316e-16,4.586765821254952e-16,40.69067635126881,45.750875951249085,-165.5477921646504,131.27959682431808,-15.706740987152637,169.24476852151096,-1.6388361999760456e-15,-3.4181098541926193e-15,3.559347258934497e-15,13.35130569251444,-35.54561278547575,112.20766869833274,18.90436944355758,-16.509661512824387,-140.07266043127393,5.938462838822593e-16,2.6870494808563068e-15,5.47391591169819e-15,-24.509284234377468,-4.4863830363765125,9.735405598532216,35.59123450606781,-7.804303528621061,144.29633643226725,1.7442393960309272e-15,-1.665557112499717e-15,-4.714241051010886e-15
6,173.41425411078737,36.36831587845008,2.6033508565685626,2.743658064209984,30.06070094127841,84.53517317504387,166.69508194552688,7.866074168940021,-85.34077483896631,-89.54057605430285,-44.864134359235294,22.67246081834925,43.73802812246254,35.28025758392118,129.03156215757136,8.557804014177855e-16,2.1495990573785527e-15,-1.4770390240736237e-15,38.7966633720782,46.68791605168788,-164.37167632962291,129.96642709351804,-16.610887008544438,168.3571813261963,-3.003260642386631e-15,-6.99052623837254e-16,3.828643775599745e-15,12.37688480668835,-35.18802573380525,110.84691744486159,18.24917045227579,-15.744165958152953,-141.41977159250627,8.314041432767493e-16,-4.971264565967872e-16,-5.428602593951175e-15,-22.955893934914265,-4.549274752162561,10.606284171229008,36.34979893294223,-11.353824244519576,139.4804398466917,3.0404801630203686e-16,1.1329672381513769e-15,5.492077787376684e-16
7,173.76809949623214,36.25054166200387,1.8812869676037725,2.061833750906063,30.418481284532724,85.93282678083364,164.08464216344797,5.051557963506222,-86.29142570482868,-87.4557658691916,-38.58400789017941,22.068145528708428,30.312472539336365,36.73412183381989,138.93820587203388,4.836384813831833e-16,1.3767620332148122e-15,2.278711456137364e-18,38.753650729961194,46.874394978164204,-164.53148360024124,130.34760393721533,-17.11348602360492,168.09192010094637,-3.139253551789939e-15,1.3452964304352866e-17,-2.4254553987301176e-15,14.191359284378962,-34.43616646541717,114.09354601798535,26.044891049684075,-13.614099518130947,-129.19319213557088,-9.466437802382483e-16,3.287258407810039e-15,-1.3291678398813002e-15,-22.49961438794844,-3.858823335849382,9.2285178623545,35.56672354054222,-12.541956692325078,136.19142433223405,-1.589846659319501e-15,-2.8118135138717997e-16,-1.1522865280566122e-15
8,-176.92927573800281,25.324344412802066,-20.418162394998138,-6.183305048154866,54.69167143266982,97.56241202759938,148.07374568030644,-8.923947636547807,-94.49885038648007,-37.09961471226947,-9.062404973326924,153.90576241662396,19.257692189838284,-0.31386603882201297,-155.04144337322393,-1.1698893437708272e-15,-8.695229947097539e-16,-2.821244713937518e-15,-139.16341600564522,63.30152168087578,-5.15295847364679,100.62266059372023,-41.508119056439604,109.5021705176359,-1.6199752348365265e-15,1.7090632477004533e-17,-9.29223513006465e-16,16.279173350944124,-17.931275705040765,133.48653327489782,20.084183251044482,-3.1720158338284867,-141.3141308043548,2.658174633609904e-16,-1.174175403997347e-15,-3.35591821248056e-15,-23.518986010669444,-17.41108648671416,34.51039977564951,31.830156957862208,-4.012906634863813,125.57195073139413,4.509783552939095e-16,9.239314673811782e-16,-1.478333743777615e-15
9,-177.29802822076775,13.0160072739024,-35.83207491328676,59.04102426395785,71.5020673803637,29.635264299006188,115.32069830217301,-23.855032666096164,-129.00736224446712,-65.56641672423315,4.5219166493672,-163.64765976121822,-4.2124452697807575,-2.6365812447210666,-172.7589655468014,-1.2613844390096456e-16,1.4122507124274443e-16,-4.307551544777867e-16,-154.47425436224432,-37.322454117358234,9.94686197865544,49.63282716067853,-17.69667463377389,30.1744117071672,-1.0282818687673138e-15,6.810777118082557e-16,1.0031713023443505e-15,10.815993233328648,-7.1034935316449035,147.085940420189,15.262683038012057,1.551701050710595,-146.53495384311785,-1.9574105067814933e-17,-1.8910980514998236e-15,-6.258924324953426e-15,-12.415031504813262,-22.263139471616,59.841021230635086,21.666985263704202,5.727169276724124,122.72503244436768,-2.1800416639580317e-16,3.9142555647969366e-16,-1.9088775571690977e-15
10,177.73032057805753,4.725530864827102,-46.57228131753157,70.11365969716474,-34.518021969498314,-11.583874532701735,70.36478796833889,-6.526556639284398,104.12525693727659,-90.54724403455162,11.036384090245571,-32.33841083377802,37.98940968912404,8.688645862846785,24.991431787636664,-8.404455775877006e-16,-1.9296025491796186e-16,-1.8031796478855624e-17,-8.223310425578061,-25.337165064062948,168.9645625560483,46.31907690904378,-16.232377496049512,35.1278853478277,3.2433896495571626e-16,-7.543945874127026e-16,1.794167187211751e-15,6.196318650460555,-2.716525730159472,156.41702025434094,9.369039754717145,1.8584434128190237,-144.52433369180122,-1.4603430962483274e-15,3.848870521830637e-16,-4.454439467645651e-15,-3.7556685061205246,-16.013745433761795,76.61536932866079,13.911542818699196,4.779389245761299,117.89527574556625,8.684218059481114e-16,8.204077707947515e-16,4.161450171952245e-15
11,178.597281256444,5.394594836234201,-45.6405769247102,78.9751866533436,-23.7043985272924,-4.478553876684046,124.35356531366838,28.941585288101134,139.2174553755718,-98.04373481870519,26.036062702014,-53.28136828581486,41.56667936391719,5.997316087396049,30.125516862282332,1.2524244312148858e-16,1.9855316167223234e-16,5.28133131298007e-16,-15.658358730259476,-34.4251289351079,164.75192814079887,46.122274174373246,-15.45148262359229,32.260212626946085,1.6978246706193055e-15,3.488501587156051e-16,3.611428563156333e-15,6.341449979509703,-2.974694444123719,154.96927917197462,8.853320412137155,1.3396517307036124,-144.12316145772448,-2.2312935266487184e-16,-8.886669092651075e-16,2.3011079248350934e-15,-5.591248506762564,-17.090628764200545,71.57640135201098,15.60914685544213,4.596492260327476,117.08571880352713,-8.93733569951604e-16,-1.529370402535273e-15,3.609719929736702e-15
12,-176.70751274176786,13.978340801314477,-35.18948943103827,2.5706710001438178,73.46228311347178,87.31855656680827,73.98630275007808,2.507475843887859,-91.71382805742952,-38.30451107484386,-8.687166677599922,167.903839488734,50.85104053606903,13.256437238744669,41.047206064614954,8.75909280784958e-16,2.428943322689529e-16,1.7378897328866185e-15,-149.75912520131925,-28.356371173034596,6.614446138076325,48.332388349393945,-15.303174786384268,24.901448639891683,-2.6359605528528597e-15,-8.148353158047325e-16,-1.871245804589888e-15,10.900666516480722,-7.930785269449703,144.37998772933994,13.117230964483955,-0.23404222264409272,-145.05403915434596,1.315783936320764e-15,2.826295368284825e-17,-2.2539245229609986e-15,-14.760084723919654,-19.821592566776413,52.1536999839779,24.751823090282507,-0.46080072395977967,115.2194998180396,8.517581537333771e-16,-7.808135866193117e-16,-7.090559645941807e-15
13,-176.2210197872776,25.751292637823614,-20.85609548360803,-4.2748893784644295,49.862249110617796,95.58441687759453,98.7197505998221,-2.238055080654671,-76.74097045469104,-14.99944453634693,-34.66646458361498,140.9090357448439,67.82689843992965,28.511475319235288,52.39795180473749,4.522906632423443e-16,-2.0334949438654272e-16,-1.2257090999333986e-15,-138.92261999022367,37.9768761838167,-0.6608688663090917,80.73071078401854,-41.98826800983802,77.51921005674292,7.832963388842646e-16,-1.461653033239121e-16,3.591471677903716e-15,16.224865915546,-18.724600703435517,132.19164274811706,17.267829992079694,-5.698836801318201,-142.28046779574933,-9.875891221754606e-16,1.0838756417534313e-15,1.83594998878654e-15,-23.958639682281866,-12.736736717281607,26.388355508039314,32.36657974488595,-7.6923454262309745,125.28137511248674,1.2884675595161473e-15,1.9020280880426557e-15,-1.06752784465203e-15
14,174.9542550127926,35.643096785665904,-0.9143833770151789,1.7582637446245934,33.442007582118364,86.81178814249913,172.19981044300727,-3.0263969995234925,-90.57260701182538,-27.321631813198593,-66.90426435180633,96.69336533962537,83.82420877232023,48.32742350085727,68.01808771263057,-2.6649659709742984e-15,1.5728368732990284e-15,-3.889078319995138e-16,38.20448199801687,45.41992467183669,-166.7355030923556,130.26582579304116,-13.477426328530981,170.04135517600525,6.075478031292843e-16,-3.1920046229607947e-15,1.173984391883074e-15,15.73246918781138,-33.42786046291826,117.08317996334276,22.090452450150874,-13.344578996142198,-138.17361179468045,1.0774494628103841e-15,5.202669981088326e-15,-4.017408830476499e-15,-21.348988293548203,-4.002539872287939,10.12504907545177,35.369121947633076,-17.077966098813686,129.62165910455252,9.531386598726013e-16,3.9604528390925506e-15,-1.615595427471594e-15
15,173.95449182610898,36.00153392898167,0.3710192335212343,1.3565576608172,32.85373970526362,87.50053552512934,170.29798365742892,-1.0039265739279128,-89.95941242953474,-51.72076489224465,-64.69658342708165,69.32027144592033,65.60145755689865,-37.814732443595474,-90.87789142615655,6.000000812957484e-16,-1.7823511833313625e-16,3.3622053471351297e-15,37.604830589338185,45.27891750922152,-165.8642035676198,129.90406997106248,-15.765852093744183,168.632196403939,3.3628611201332565e-15,-6.698126353663288e-16,-1.9863765537812785e-15,16.02458797965467,-34.09531532760437,117.12842734867571,22.61298711539967,-12.58759687539623,-140.17086279677352,3.0107549166421057e-16,9.713750081834493e-16,1.1459897635789688e-15,-22.50605099324641,-3.925191626468172,9.381269931684253,35.26186263878694,-13.013595248044348,134.39542595999598,3.9550031951709596e-15,-1.7267975559643044e-15,2.274641275687982e-15
16,173.3247435332208,36.116622492295704,0.9401120128775384,0.7635010118678099,32.62774656509101,88.58415996231294,166.69572206636514,2.466422883583959,-88.12132931924096,-64.60892797953373,-58.07842849918651,53.66780766272292,59.11314733251137,-39.43903574215743,-96.65127178570438,3.874100773714065e-16,2.1247879348600903e-15,-8.136848625737889e-16,37.0037265195959,43.959213333665566,-165.5542767688778,128.9876468186082,-16.57649027695532,168.07599618121753,4.464792398497191e-16,1.030682717765457e-16,-3.878873329578998e-15,16.764557295628034,-34.209115109626666,118.18305335059225,22.689413130715998,-10.762378889302392,-145.0378079436862,-1.896537067990533e-15,-1.3929903058437344e-15,1.0005620994980317e-15,-24.312737130081132,-4.739714248518646,10.364569153680707,33.146370436230924,-7.433339128144921,138.7901576103653,-8.730788036616271e-16,1.071253554948281e-15,9.127934283426211e-16
