frame,hips_pitch,hips_roll,hips_yaw,neck_pitch,neck_roll,neck_yaw,head_pitch,head_roll,head_yaw,L_shoulder_pitch,L_shoulder_roll,L_shoulder_yaw,L_elbow_pitch,L_elbow_roll,L_elbow_yaw,L_wrist_pitch,L_wrist_roll,L_wrist_yaw,R_shoulder_pitch,R_shoulder_roll,R_shoulder_yaw,R_elbow_pitch,R_elbow_roll,R_elbow_yaw,R_wrist_pitch,R_wrist_roll,R_wrist_yaw,L_hip_pitch,L_hip_roll,L_hip_yaw,L_knee_pitch,L_knee_roll,L_knee_yaw,L_ankle_pitch,L_ankle_roll,L_ankle_yaw,R_hip_pitch,R_hip_roll,R_hip_yaw,R_knee_pitch,R_knee_roll,R_knee_yaw,R_ankle_pitch,R_ankle_roll,R_ankle_yaw
0,22.46420647464499,-98.2785606450371,-113.26717596095519,-0.33535018605197187,173.91813965118416,3.1442028857253486,-33.914946194074716,-30.15786868154426,-117.9208476668809,7.081337123738831,71.83402920636811,5.478410016059095,-8.53789533271934,168.7651624281356,29.326075489613114,-4.082213284606994e-15,-5.166876564059135e-16,6.158275623640826e-16,-0.40942706811027,4.70198137660104,-1.80332172917103,19.825485667152257,8.17792822717964,72.01856801551665,3.761768642056273e-17,3.3424105397347763e-16,1.611354113847761e-16,16.520211828183182,82.56050767811692,2.126438377775522,0.5051012718222719,174.26055077469445,-21.665277021556943,1.5253133949280625e-15,-1.497327230294505e-15,3.315272553049442e-15,-7.948683243993346,69.62373166695754,-2.9402967619482685,-1.022042950484426,174.39492519545163,18.7729041022184,5.255791214734005e-16,2.0800870837207606e-15,1.2849419956599348e-15
1,30.2533355680196,5.712012415266581,172.54089495329526,39.498054667038545,85.87198905626215,2.628337024039698,2.024730344263886,-93.22321344005748,-179.48236573842192,-57.06660154746441,79.00004074689214,-48.83691895185546,-0.35553401633041837,-179.1971065254853,33.6665470751652,4.333797538452046e-16,5.122275895889443e-16,4.2161482008085485e-15,38.27452916369363,-97.32145687685188,-35.020736033780494,-0.3021518278152538,-178.36154016085734,28.057027958230442,1.0293484225370003e-15,-4.109674134037513e-16,-6.477854545527951e-16,53.44812418829198,17.87059325869578,68.13115266720413,-34.02249055860362,156.62368774658424,-24.870679938911564,-2.826240986723076e-15,-8.299433413242706e-16,2.114337450298607e-15,2.3556289669944803,1.5644700778184428,56.396223771566845,-21.218178614905923,173.66082926799766,16.507507117244533,1.2890546835157894e-15,1.377980756486169e-15,-1.4764776729989777e-15
2,31.375848227369193,6.080655019739242,172.3221953107873,38.19587432453639,85.83668264467426,2.5771958205555463,2.9875184261818104,-93.13320642196823,-178.5319355808316,-57.45590123827928,78.00327172786642,-48.425159317809346,-1.8434845580339017,-175.88569352213972,33.93184521479529,-3.241430295410641e-15,-1.3272559074651731e-15,-2.3856462185756512e-15,38.05052211775684,-98.28383934550575,-33.141533913227335,-0.36733541030510136,-177.96466027574348,28.11630102982222,-1.2212355348681917e-15,2.250594825827701e-15,2.053757314202558e-15,43.96605801930427,10.788586414694139,74.65138040184466,-29.88722551556738,160.9524941351143,-23.734421048919646,1.816349054892354e-15,4.596029016770564e-15,-2.8334092471564974e-15,6.062715156110771,4.164715204403721,55.41617614118031,-11.077622561496586,176.69364083076684,17.628543037137074,9.190331282567291e-16,5.824015701507829e-15,2.170602133002147e-16
3,28.90791503030575,5.397601898289627,172.76622637427107,41.285107985211575,86.22857510993876,2.4904407457531565,1.64278551654971,-93.43443691119431,-179.58730392273566,-56.79223574449541,77.43013730197215,-51.914340198479344,-1.9023302690813526,-175.5705757573691,34.22894172491549,-9.331946570031401e-18,-7.054266687386732e-17,-1.0905914142193389e-15,35.93320329638069,-103.54885869409645,-33.29744629962771,-0.2999362378621732,-178.28413469645614,26.792623703959578,9.683135771415175e-17,5.467732543489065e-16,8.177596309690885e-16,35.28368790110986,7.240280110473191,77.59578624714686,-25.30608751266752,164.63071797946154,-22.643680755920148,3.263353631611394e-15,8.608112230567641e-16,-1.2205551539167894e-15,5.082819729821975,3.489595149365399,55.4603751756453,-4.46938078087275,178.67981434459182,17.909815401816537,-9.543304391535333e-16,-2.351233768962381e-15,8.662876348540114e-16
4,27.429279632460428,3.7004636425952437,173.27898988918463,42.891079494188865,88.15826680076978,1.2537279262633414,0.29688551056679674,-93.60119019180965,179.9817388472537,-55.73335319608622,93.9519836930414,-39.63817778361073,-0.4116557908889639,-178.96587592949663,34.092988499367294,-6.699667543771752e-16,1.1467279630878136e-15,2.383670992101514e-15,26.46344089334349,-120.11265842668354,-28.414718938098684,-2.3846375026061977,-166.2900613203661,20.239298349678656,-1.892488981959527e-15,1.3070223262778816e-15,-1.0298835522611474e-17,33.076266303489575,5.915368557821352,79.2503804872494,-23.88323678468074,165.48147371741996,-23.611795335993023,-1.8735063553754356e-17,-2.2451502494820747e-15,4.965680562317209e-15,1.3778825986296264,0.9449819137653415,55.551821654564804,7.7588210111476315,-177.64725658359407,17.510001093725364,-3.195090912401785e-15,3.971144983824549e-15,-4.924971043410835e-16
5,32.66350195860926,-1.4870516587387204,174.54615539477493,36.13877879683356,93.79977293531152,-2.243034268130837,0.41345548168983093,-92.38975180659699,-178.68632825232424,-46.58625543782949,119.33867612872535,-13.98928732793339,2.166915620449599,173.0809471187004,33.179464731005986,2.6383228383248135e-16,1.2425708568378124e-15,-6.516594091964949e-16,23.930464491555036,-123.4985043196043,-21.17134295690345,-2.2570630365947784,-165.35885857475913,19.447716949290836,-1.5286642094612953e-16,-3.302716627364818e-15,1.2635759584346925e-15,56.28692500152448,22.033727816293627,64.05557068503042,-30.67180948078167,157.66986443490327,-24.78728941200348,1.927274558034145e-15,-1.6411623504472687e-15,-9.039100900814317e-16,7.494209470940263,5.576791986480657,53.18005918075356,19.675307287814974,-172.55384334175696,15.239129680477086,8.003134222124602e-16,7.239803531457835e-15,2.3445810969753556e-16
6,37.68929040709062,-5.891365986826187,176.41745016073762,29.875206980861645,96.55896553751676,-3.277869024365751,6.340332408987324,-89.32827083995899,-174.6901845437312,-37.97190389937517,127.92888606322452,-4.421340996318159,1.0844617048992653,174.22659170913158,34.095266172075085,2.4677810377933973e-15,-4.864573065666543e-16,1.3940749117139434e-15,23.919646606872707,-123.90402177400226,-14.795208045539479,-3.301992945819689,-161.8323662191598,18.16542657806096,9.22969909751731e-16,-1.7589148193122738e-15,1.014309975130766e-15,59.17642843867405,47.20785899387325,38.484407427382685,-25.536668653895955,157.60335203308495,-20.06356297784239,7.328772808934239e-16,1.4690639229784356e-15,4.213824282087161e-15,6.5330928148888745,5.151807119659986,51.60602662581764,-0.6210471518685283,179.75633050084767,16.676551735488225,1.0145503036795908e-15,2.254937569198667e-16,5.0357907519552874e-17
7,44.19003891505592,-10.753436058271415,179.49663529734664,21.337408730021796,98.50421873332908,-3.11419539536355,5.26916583006819,-88.0479501895907,-172.78031594371538,-31.930727860136095,130.75414987999284,2.950080895779696,0.8561323273136211,171.40300286393617,33.79883808019372,4.675892578222121e-15,1.6188570168252218e-15,1.2366164935956805e-15,34.00876257751736,-116.62870922644514,-5.887506879379157,-1.806732779411165,-171.34915011311205,25.337716026557604,-3.562972917092623e-15,-6.774980516203542e-16,2.664007160298588e-15,55.736221707621425,54.76042301006079,30.27872450650395,-18.685609306903192,160.69202640141378,-18.467823175445854,-1.269148838969099e-15,-1.3163821781141622e-15,1.7011871610614892e-16,8.495176307058408,7.264551212019302,49.20881037684035,-3.340359917291585,178.528648328504,16.461914415426865,-3.0280215880976885e-16,-5.513894674354322e-15,-2.9931306809907246e-15
8,45.166130678168315,-10.911408693259665,179.7324553067742,20.13917336274555,98.12791433460328,-2.81511139642459,5.565540746272795,-88.15656631759563,-171.37632646782626,-31.44296773748382,131.2076727179425,4.22371433434954,0.6549130058175089,172.50356316026503,34.13713733238827,-8.174576865484696e-16,-2.677563558453238e-15,-9.821435543527757e-16,33.05957318029115,-116.91527993278422,-4.847534897865005,-1.7559670725552945,-171.63639207811917,24.354432485924786,-7.059437017100234e-16,2.7270350083072823e-15,2.1156280641250665e-15,55.96357898341874,55.16609053001281,29.971042860962733,-18.05960026209773,161.20310495946566,-18.66863156067061,-4.184716740774659e-15,-1.6271391132396019e-15,-7.205859796129796e-16,3.6797096639573144,3.009044391053999,50.68063125579564,-9.137635986405785,175.88072818135112,14.828344181229374,1.173797146969969e-15,-1.0651741766916086e-15,2.8978310096703676e-15
9,47.92364271544846,-11.622991220425902,-179.39658476192184,16.391265001230295,98.13427661473544,-2.3097491434886877,-0.344581606676399,-89.84565138373912,-171.64838350337564,-29.730972592451753,131.83237671028584,7.388394260486068,0.6554819732895145,171.16714630005995,33.259116619698666,8.759876742895159e-16,-2.2114784232776513e-15,-9.184768348923748e-16,32.27711271772909,-118.74016654306604,-0.22604572608277307,-1.3953860251628478,-172.41659356552304,25.40185132330906,6.80278396959628e-15,-2.0171465711413424e-15,-1.8112352242465155e-15,57.63864128044898,52.17222815001243,33.25942868227306,-18.70793490911654,160.8086158037458,-20.7509762780695,2.9662406515443022e-15,2.2916787864850907e-16,-8.0013209519074525e-16,5.981976698280746,4.898003187092727,50.569987031398405,0.8751528127618976,-179.6181635852929,15.600767327023613,-5.182970929815248e-16,-1.4180101482408817e-15,1.6119359286857166e-15
