# model_type: yolov8-nano
timestamp,frame_id,fps,latency_ms,depth_m,j00_nose_x,j00_nose_y,j00_nose_z,j01_L_eye_x,j01_L_eye_y,j01_L_eye_z,j02_R_eye_x,j02_R_eye_y,j02_R_eye_z,j03_L_ear_x,j03_L_ear_y,j03_L_ear_z,j04_R_ear_x,j04_R_ear_y,j04_R_ear_z,j05_L_shoulder_x,j05_L_shoulder_y,j05_L_shoulder_z,j06_R_shoulder_x,j06_R_shoulder_y,j06_R_shoulder_z,j07_L_elbow_x,j07_L_elbow_y,j07_L_elbow_z,j08_R_elbow_x,j08_R_elbow_y,j08_R_elbow_z,j09_L_wrist_x,j09_L_wrist_y,j09_L_wrist_z,j10_R_wrist_x,j10_R_wrist_y,j10_R_wrist_z,j11_L_hip_x,j11_L_hip_y,j11_L_hip_z,j12_R_hip_x,j12_R_hip_y,j12_R_hip_z,j13_L_knee_x,j13_L_knee_y,j13_L_knee_z,j14_R_knee_x,j14_R_knee_y,j14_R_knee_z,j15_L_ankle_x,j15_L_ankle_y,j15_L_ankle_z,j16_R_ankle_x,j16_R_ankle_y,j16_R_ankle_z
1783582214.949,11,42.0,1783582126669.3,0.59,+0.064,-0.347,-0.085,+0.095,-0.368,-0.075,+0.031,-0.371,-0.076,+0.113,-0.368,+0.052,-0.022,-0.352,-0.060,+0.186,-0.144,+0.086,-0.118,-0.176,-0.053,+0.232,+0.019,+0.052,-0.110,-0.031,-0.086,+0.226,+0.015,+0.045,-0.118,+0.000,+0.039,+0.083,+0.005,+0.015,-0.083,-0.005,-0.015,+0.065,+0.003,+0.022,+0.013,-0.089,-0.034,+0.042,-0.009,-0.026,+0.224,-0.077,+0.097
1783582214.970,12,36.7,0.0,0.59,+0.066,-0.349,-0.090,+0.096,-0.370,-0.080,+0.032,-0.373,-0.081,+0.115,-0.370,+0.048,-0.021,-0.354,-0.064,+0.188,-0.146,+0.083,-0.117,-0.177,-0.058,+0.234,+0.017,+0.049,-0.109,-0.032,-0.091,+0.228,+0.014,+0.041,-0.116,-0.001,+0.034,+0.083,+0.006,+0.016,-0.083,-0.006,-0.016,+0.067,+0.002,+0.018,+0.014,-0.091,-0.038,+0.039,-0.007,-0.018,+0.225,-0.079,+0.092
1783582214.989,13,54.6,0.0,0.59,+0.065,-0.349,-0.089,+0.095,-0.370,-0.079,+0.031,-0.373,-0.080,+0.114,-0.370,+0.048,-0.022,-0.354,-0.063,+0.188,-0.145,+0.085,-0.118,-0.177,-0.057,+0.233,+0.017,+0.048,-0.109,-0.033,-0.091,+0.227,+0.014,+0.040,-0.116,-0.001,+0.033,+0.081,+0.008,+0.021,-0.081,-0.008,-0.021,+0.066,+0.003,+0.021,+0.014,-0.091,-0.037,+0.035,-0.002,-0.006,+0.225,-0.079,+0.093
1783582215.012,14,52.3,1783582126665.6,0.59,+0.064,-0.349,-0.089,+0.095,-0.370,-0.079,+0.030,-0.373,-0.080,+0.113,-0.370,+0.049,-0.023,-0.354,-0.063,+0.187,-0.145,+0.086,-0.119,-0.177,-0.057,+0.232,+0.017,+0.048,-0.109,-0.033,-0.092,+0.227,+0.013,+0.039,-0.116,-0.002,+0.032,+0.080,+0.009,+0.026,-0.080,-0.009,-0.026,+0.066,+0.004,+0.024,+0.013,-0.091,-0.037,+0.031,+0.002,+0.006,+0.224,-0.080,+0.094
1783582215.030,15,45.8,0.0,0.59,+0.066,-0.351,-0.093,+0.097,-0.371,-0.084,+0.032,-0.374,-0.084,+0.115,-0.372,+0.045,-0.021,-0.356,-0.067,+0.190,-0.146,+0.083,-0.117,-0.179,-0.062,+0.234,+0.016,+0.045,-0.107,-0.035,-0.097,+0.228,+0.012,+0.035,-0.112,-0.004,+0.025,+0.082,+0.008,+0.022,-0.082,-0.008,-0.022,+0.068,+0.003,+0.020,+0.017,-0.093,-0.044,+0.031,+0.003,+0.009,+0.227,-0.081,+0.089
1783582215.046,16,61.0,0.0,0.59,+0.068,-0.353,-0.097,+0.099,-0.373,-0.089,+0.034,-0.376,-0.088,+0.117,-0.373,+0.042,-0.018,-0.357,-0.072,+0.192,-0.148,+0.080,-0.114,-0.180,-0.066,+0.236,+0.015,+0.042,-0.104,-0.036,-0.102,+0.230,+0.011,+0.032,-0.108,-0.006,+0.018,+0.084,+0.007,+0.018,-0.084,-0.007,-0.018,+0.070,+0.002,+0.016,+0.020,-0.095,-0.050,+0.031,+0.004,+0.011,+0.229,-0.083,+0.084
1783582215.065,17,63.3,0.0,0.59,+0.070,-0.354,-0.099,+0.100,-0.374,-0.091,+0.036,-0.377,-0.090,+0.118,-0.374,+0.039,-0.017,-0.358,-0.074,+0.193,-0.149,+0.077,-0.113,-0.181,-0.069,+0.236,+0.014,+0.039,-0.103,-0.037,-0.104,+0.231,+0.010,+0.029,-0.106,-0.007,+0.015,+0.085,+0.006,+0.016,-0.085,-0.006,-0.016,+0.071,+0.001,+0.014,+0.022,-0.096,-0.056,+0.034,+0.001,+0.003,+0.231,-0.084,+0.081
1783582215.082,18,52.0,1783582126668.7,0.59,+0.071,-0.355,-0.102,+0.101,-0.374,-0.093,+0.037,-0.377,-0.093,+0.119,-0.375,+0.037,-0.016,-0.359,-0.077,+0.195,-0.149,+0.075,-0.112,-0.183,-0.071,+0.237,+0.013,+0.036,-0.102,-0.038,-0.106,+0.232,+0.009,+0.027,-0.104,-0.009,+0.012,+0.086,+0.005,+0.013,-0.086,-0.005,-0.013,+0.073,+0.000,+0.011,+0.025,-0.098,-0.061,+0.037,-0.002,-0.004,+0.233,-0.086,+0.077
1783582215.101,19,52.8,0.0,0.59,+0.071,-0.355,-0.102,+0.101,-0.374,-0.093,+0.037,-0.378,-0.092,+0.119,-0.374,+0.037,-0.016,-0.359,-0.077,+0.194,-0.149,+0.074,-0.113,-0.183,-0.072,+0.237,+0.013,+0.035,-0.103,-0.038,-0.106,+0.232,+0.009,+0.028,-0.105,-0.008,+0.012,+0.086,+0.005,+0.015,-0.086,-0.005,-0.015,+0.073,+0.001,+0.011,+0.023,-0.098,-0.058,+0.038,-0.004,-0.013,+0.233,-0.086,+0.078
1783582215.119,20,54.9,0.0,0.59,+0.069,-0.354,-0.100,+0.100,-0.374,-0.090,+0.035,-0.377,-0.090,+0.117,-0.373,+0.039,-0.018,-0.358,-0.074,+0.192,-0.149,+0.077,-0.114,-0.183,-0.069,+0.235,+0.013,+0.038,-0.104,-0.037,-0.104,+0.230,+0.011,+0.032,-0.107,-0.007,+0.015,+0.084,+0.007,+0.020,-0.084,-0.007,-0.020,+0.071,+0.002,+0.014,+0.020,-0.096,-0.049,+0.037,-0.005,-0.013,+0.231,-0.085,+0.081
1783582215.145,21,52.2,1783582126665.7,0.59,+0.068,-0.353,-0.097,+0.098,-0.373,-0.088,+0.034,-0.376,-0.088,+0.116,-0.372,+0.040,-0.019,-0.358,-0.072,+0.191,-0.148,+0.079,-0.116,-0.182,-0.066,+0.234,+0.014,+0.040,-0.106,-0.036,-0.101,+0.229,+0.012,+0.035,-0.110,-0.005,+0.019,+0.082,+0.009,+0.024,-0.082,-0.009,-0.024,+0.070,+0.003,+0.016,+0.016,-0.095,-0.041,+0.036,-0.005,-0.014,+0.229,-0.084,+0.085
1783582215.165,22,40.9,0.0,0.59,+0.066,-0.352,-0.095,+0.097,-0.372,-0.085,+0.032,-0.375,-0.085,+0.114,-0.371,+0.042,-0.020,-0.357,-0.069,+0.189,-0.147,+0.081,-0.117,-0.181,-0.064,+0.233,+0.015,+0.043,-0.108,-0.035,-0.099,+0.228,+0.014,+0.039,-0.113,-0.004,+0.022,+0.080,+0.010,+0.029,-0.080,-0.010,-0.029,+0.069,+0.004,+0.018,+0.012,-0.093,-0.032,+0.035,-0.005,-0.015,+0.228,-0.084,+0.088
1783582215.193,23,36.0,0.0,0.59,+0.067,-0.353,-0.099,+0.098,-0.374,-0.087,+0.034,-0.376,-0.089,+0.115,-0.372,+0.038,-0.019,-0.359,-0.073,+0.190,-0.148,+0.078,-0.116,-0.183,-0.067,+0.234,+0.014,+0.039,-0.107,-0.036,-0.102,+0.229,+0.013,+0.036,-0.112,-0.005,+0.019,+0.082,+0.010,+0.027,-0.082,-0.010,-0.027,+0.070,+0.003,+0.016,+0.013,-0.095,-0.035,+0.037,-0.008,-0.023,+0.229,-0.085,+0.086
1783582215.217,24,44.1,1783582126653.9,0.59,+0.070,-0.355,-0.105,+0.100,-0.376,-0.093,+0.036,-0.378,-0.095,+0.118,-0.374,+0.033,-0.016,-0.360,-0.079,+0.193,-0.150,+0.072,-0.113,-0.184,-0.073,+0.237,+0.012,+0.033,-0.105,-0.038,-0.107,+0.231,+0.010,+0.029,-0.109,-0.007,+0.013,+0.085,+0.007,+0.020,-0.085,-0.007,-0.020,+0.072,+0.001,+0.011,+0.018,-0.098,-0.045,+0.040,-0.011,-0.030,+0.232,-0.088,+0.080
1783582215.237,25,44.2,0.0,0.58,+0.070,-0.353,-0.101,+0.100,-0.374,-0.089,+0.036,-0.377,-0.091,+0.118,-0.374,+0.037,-0.017,-0.359,-0.075,+0.193,-0.148,+0.076,-0.113,-0.182,-0.069,+0.237,+0.015,+0.042,-0.105,-0.036,-0.102,+0.232,+0.012,+0.036,-0.107,-0.007,+0.013,+0.085,+0.006,+0.017,-0.085,-0.006,-0.017,+0.072,+0.001,+0.012,+0.020,-0.097,-0.047,+0.039,-0.007,-0.019,+0.232,-0.085,+0.083
1783582215.280,26,41.1,0.0,0.58,+0.069,-0.352,-0.097,+0.100,-0.373,-0.086,+0.035,-0.375,-0.087,+0.117,-0.373,+0.042,-0.017,-0.357,-0.071,+0.192,-0.147,+0.080,-0.114,-0.181,-0.066,+0.237,+0.018,+0.051,-0.106,-0.035,-0.098,+0.232,+0.015,+0.044,-0.105,-0.007,+0.013,+0.086,+0.005,+0.014,-0.086,-0.005,-0.014,+0.072,+0.002,+0.013,+0.022,-0.096,-0.049,+0.037,-0.003,-0.008,+0.232,-0.083,+0.087
1783582215.317,27,18.1,1783582126687.9,0.59,+0.488,-0.646,-0.924,+0.518,-0.667,-0.913,+0.454,-0.670,-0.914,+0.536,-0.668,-0.784,+0.401,-0.651,-0.897,+0.611,-0.441,-0.746,+0.305,-0.475,-0.892,+0.656,-0.275,-0.772,+0.313,-0.330,-0.925,+0.651,-0.278,-0.779,+0.313,-0.300,-0.811,+0.505,-0.291,-0.817,-0.505,+0.291,+0.817,+0.491,-0.293,-0.815,+0.442,-0.392,-0.882,+0.456,-0.298,-0.837,+0.650,-0.377,-0.740
1783582215.341,28,48.6,0.0,0.59,+0.904,-0.939,-1.745,+0.934,-0.960,-1.735,+0.870,-0.963,-1.736,+0.952,-0.961,-1.605,+0.817,-0.944,-1.718,+1.027,-0.734,-1.567,+0.721,-0.768,-1.713,+1.072,-0.566,-1.589,+0.729,-0.623,-1.747,+1.068,-0.569,-1.595,+0.727,-0.591,-1.629,+0.921,-0.585,-1.641,-0.921,+0.585,+1.641,+0.907,-0.586,-1.637,+0.858,-0.684,-1.704,+0.873,-0.591,-1.658,+1.065,-0.669,-1.561
1783582215.384,29,27.1,1783582126688.2,0.58,+0.904,-0.939,-1.745,+0.934,-0.959,-1.735,+0.870,-0.962,-1.735,+0.952,-0.960,-1.604,+0.817,-0.944,-1.717,+1.027,-0.734,-1.566,+0.721,-0.767,-1.712,+1.073,-0.565,-1.585,+0.730,-0.622,-1.747,+1.069,-0.568,-1.592,+0.728,-0.591,-1.629,+0.922,-0.585,-1.643,-0.922,+0.585,+1.643,+0.908,-0.587,-1.639,+0.857,-0.682,-1.700,+0.874,-0.591,-1.659,+1.065,-0.669,-1.560
1783582215.428,30,23.3,1783582126664.9,0.58,+0.907,-0.942,-1.753,+0.938,-0.962,-1.744,+0.873,-0.965,-1.744,+0.956,-0.963,-1.613,+0.820,-0.947,-1.726,+1.031,-0.737,-1.575,+0.724,-0.770,-1.721,+1.076,-0.569,-1.596,+0.734,-0.626,-1.756,+1.073,-0.572,-1.604,+0.730,-0.592,-1.634,+0.925,-0.588,-1.650,-0.925,+0.588,+1.650,+0.911,-0.590,-1.647,+0.859,-0.685,-1.705,+0.880,-0.598,-1.677,+1.068,-0.673,-1.568
1783582215.472,31,25.1,0.0,0.59,+0.910,-0.945,-1.763,+0.941,-0.965,-1.754,+0.876,-0.969,-1.752,+0.959,-0.966,-1.622,+0.823,-0.950,-1.735,+1.034,-0.741,-1.584,+0.728,-0.773,-1.730,+1.079,-0.574,-1.610,+0.738,-0.629,-1.766,+1.076,-0.576,-1.616,+0.730,-0.593,-1.637,+0.928,-0.589,-1.655,-0.928,+0.589,+1.655,+0.914,-0.592,-1.653,+0.861,-0.688,-1.711,+0.885,-0.603,-1.691,+1.071,-0.677,-1.577
1783582215.500,32,22.7,1783582126670.7,0.59,+0.495,-0.652,-0.941,+0.526,-0.672,-0.932,+0.460,-0.676,-0.930,+0.543,-0.674,-0.800,+0.407,-0.657,-0.913,+0.619,-0.448,-0.762,+0.312,-0.480,-0.909,+0.663,-0.282,-0.792,+0.322,-0.336,-0.944,+0.661,-0.285,-0.798,+0.315,-0.301,-0.816,+0.512,-0.296,-0.831,-0.512,+0.296,+0.831,+0.498,-0.299,-0.831,+0.445,-0.394,-0.887,+0.469,-0.309,-0.866,+0.656,-0.384,-0.756
1783582215.535,33,30.8,0.0,0.59,+0.049,-0.338,-0.119,+0.080,-0.358,-0.111,+0.015,-0.362,-0.109,+0.098,-0.360,+0.021,-0.039,-0.344,-0.091,+0.173,-0.134,+0.059,-0.133,-0.166,-0.088,+0.218,+0.030,+0.026,-0.124,-0.022,-0.121,+0.216,+0.028,+0.021,-0.131,+0.012,+0.004,+0.066,+0.019,-0.006,-0.066,-0.019,+0.006,+0.052,+0.015,-0.007,-0.002,-0.080,-0.064,+0.023,+0.006,-0.041,+0.210,-0.070,+0.067
1783582215.569,34,32.2,1783582126672.8,0.59,+0.018,-0.317,-0.119,+0.050,-0.337,-0.111,-0.016,-0.341,-0.109,+0.068,-0.339,+0.022,-0.069,-0.323,-0.091,+0.143,-0.113,+0.058,-0.163,-0.146,-0.088,+0.188,+0.050,+0.023,-0.154,-0.001,-0.121,+0.186,+0.050,+0.022,-0.162,+0.034,+0.006,+0.035,+0.041,-0.003,-0.035,-0.041,+0.003,+0.020,+0.038,-0.003,-0.031,-0.059,-0.067,-0.009,+0.029,-0.036,+0.181,-0.048,+0.068
1783582215.602,35,33.1,0.0,0.59,+0.019,-0.318,-0.121,+0.050,-0.338,-0.113,-0.016,-0.342,-0.111,+0.068,-0.341,+0.020,-0.069,-0.324,-0.093,+0.143,-0.114,+0.054,-0.162,-0.146,-0.091,+0.190,+0.049,+0.018,-0.154,-0.002,-0.123,+0.189,+0.049,+0.019,-0.164,+0.034,+0.006,+0.034,+0.042,-0.000,-0.034,-0.042,+0.000,+0.020,+0.038,-0.004,-0.031,-0.058,-0.065,-0.008,+0.029,-0.037,+0.182,-0.048,+0.067
1783582215.655,36,22.6,1783582126692.1,0.59,+0.019,-0.318,-0.123,+0.050,-0.339,-0.114,-0.015,-0.343,-0.112,+0.068,-0.342,+0.019,-0.068,-0.325,-0.095,+0.144,-0.115,+0.051,-0.161,-0.147,-0.093,+0.192,+0.048,+0.016,-0.153,-0.002,-0.125,+0.192,+0.048,+0.017,-0.164,+0.033,+0.005,+0.035,+0.042,+0.000,-0.035,-0.042,-0.000,+0.021,+0.037,-0.006,-0.033,-0.058,-0.061,-0.006,+0.027,-0.043,+0.183,-0.048,+0.066
1783582215.706,37,17.9,1783582126676.6,0.59,+0.828,-0.892,-1.731,+0.859,-0.913,-1.722,+0.794,-0.916,-1.722,+0.879,-0.912,-1.602,+0.742,-0.898,-1.704,+0.953,-0.688,-1.560,+0.649,-0.720,-1.702,+1.002,-0.525,-1.592,+0.656,-0.575,-1.733,+1.004,-0.524,-1.589,+0.647,-0.542,-1.605,+0.846,-0.533,-1.616,-0.846,+0.533,+1.616,+0.830,-0.537,-1.615,+0.776,-0.631,-1.671,+0.805,-0.548,-1.655,+0.994,-0.621,-1.542
1783582215.756,38,18.3,0.0,0.60,+1.175,-1.139,-2.367,+1.206,-1.161,-2.357,+1.141,-1.163,-2.357,+1.228,-1.156,-2.252,+1.089,-1.146,-2.340,+1.300,-0.937,-2.196,+0.996,-0.968,-2.337,+1.350,-0.772,-2.227,+1.004,-0.823,-2.369,+1.359,-0.771,-2.224,+0.994,-0.791,-2.241,+1.194,-0.782,-2.253,-1.194,+0.782,+2.253,+1.178,-0.786,-2.255,+1.123,-0.879,-2.307,+1.155,-0.795,-2.292,+1.341,-0.870,-2.178
1783582215.778,39,35.7,1783582126664.9,0.60,+1.522,-1.387,-3.003,+1.553,-1.409,-2.992,+1.488,-1.411,-2.993,+1.577,-1.400,-2.902,+1.437,-1.394,-2.975,+1.648,-1.185,-2.832,+1.343,-1.215,-2.973,+1.698,-1.020,-2.863,+1.353,-1.071,-3.006,+1.713,-1.018,-2.858,+1.341,-1.040,-2.877,+1.543,-1.030,-2.891,-1.543,+1.030,+2.891,+1.526,-1.034,-2.895,+1.470,-1.128,-2.943,+1.504,-1.043,-2.928,+1.688,-1.118,-2.814
1783582215.819,40,29.1,0.0,0.60,+1.491,-1.364,-3.000,+1.521,-1.386,-2.988,+1.457,-1.388,-2.989,+1.547,-1.373,-2.912,+1.405,-1.371,-2.972,+1.616,-1.164,-2.828,+1.312,-1.193,-2.969,+1.667,-0.997,-2.858,+1.321,-1.048,-3.002,+1.707,-0.959,-2.753,+1.310,-1.019,-2.875,+1.513,-1.009,-2.893,-1.513,+1.009,+2.893,+1.496,-1.013,-2.895,+1.438,-1.106,-2.939,+1.474,-1.020,-2.922,+1.655,-1.096,-2.811
1783582215.866,41,19.4,1783582126686.2,0.60,+1.459,-1.341,-2.996,+1.489,-1.363,-2.984,+1.425,-1.366,-2.985,+1.517,-1.346,-2.923,+1.374,-1.347,-2.968,+1.585,-1.142,-2.824,+1.281,-1.171,-2.965,+1.636,-0.973,-2.853,+1.290,-1.025,-2.998,+1.700,-0.900,-2.647,+1.279,-0.999,-2.874,+1.482,-0.989,-2.896,-1.482,+0.989,+2.896,+1.466,-0.992,-2.895,+1.405,-1.085,-2.936,+1.444,-0.996,-2.916,+1.622,-1.075,-2.808
1783582215.911,42,31.3,0.0,0.59,+0.649,-0.768,-1.388,+0.679,-0.790,-1.376,+0.615,-0.793,-1.377,+0.707,-0.772,-1.318,+0.564,-0.774,-1.360,+0.774,-0.571,-1.215,+0.470,-0.599,-1.357,+0.827,-0.400,-1.243,+0.480,-0.453,-1.390,+0.914,-0.293,-0.942,+0.470,-0.426,-1.267,+0.671,-0.413,-1.279,-0.671,+0.413,+1.279,+0.657,-0.420,-1.286,+0.595,-0.512,-1.325,+0.635,-0.422,-1.306,+0.811,-0.502,-1.201
1783582215.950,43,22.3,1783582126703.7,1.39,+0.323,-0.542,-0.752,+0.352,-0.565,-0.741,+0.288,-0.566,-0.742,+0.379,-0.546,-0.685,+0.234,-0.549,-0.723,+0.444,-0.346,-0.581,+0.145,-0.372,-0.720,+0.509,-0.173,-0.600,+0.152,-0.227,-0.753,+0.702,-0.029,-0.140,+0.154,-0.214,-0.650,+0.353,-0.187,-0.646,-0.353,+0.187,+0.646,+0.369,-0.194,-0.632,+0.280,-0.285,-0.679,+0.352,-0.195,-0.647,+0.480,-0.284,-0.564
1783582215.994,44,25.7,1783582126681.0,1.39,-0.004,-0.317,-0.117,+0.024,-0.339,-0.105,-0.039,-0.340,-0.107,+0.052,-0.320,-0.051,-0.096,-0.323,-0.086,+0.113,-0.121,+0.053,-0.180,-0.146,-0.083,+0.191,+0.055,+0.043,-0.176,-0.000,-0.117,+0.490,+0.235,+0.663,-0.161,-0.002,-0.034,+0.036,+0.038,-0.013,-0.036,-0.038,+0.013,+0.080,+0.032,+0.022,-0.035,-0.058,-0.033,+0.068,+0.033,+0.011,+0.148,-0.065,+0.072
1783582216.028,45,23.6,0.0,1.45,+0.022,-0.342,-0.129,+0.050,-0.365,-0.117,-0.014,-0.365,-0.119,+0.078,-0.343,-0.073,-0.071,-0.349,-0.097,+0.135,-0.149,+0.041,-0.152,-0.171,-0.094,+0.223,+0.024,+0.041,-0.150,-0.025,-0.125,+0.655,+0.200,+0.833,-0.122,-0.041,-0.062,+0.071,+0.013,-0.024,-0.071,-0.013,+0.024,+0.195,+0.079,+0.299,+0.003,-0.084,-0.042,+0.204,+0.091,+0.282,+0.167,-0.095,+0.057
1783582216.068,46,21.4,1783582126688.5,1.46,+0.042,-0.365,-0.132,+0.069,-0.388,-0.120,+0.006,-0.388,-0.123,+0.098,-0.363,-0.086,-0.053,-0.372,-0.101,+0.150,-0.172,+0.036,-0.131,-0.192,-0.094,+0.293,+0.085,+0.302,-0.131,-0.045,-0.120,+0.882,+0.172,+1.201,-0.086,-0.080,-0.071,+0.102,-0.008,-0.022,-0.102,+0.008,+0.022,+0.296,+0.122,+0.585,+0.035,-0.105,-0.044,+0.348,+0.137,+0.561,+0.184,-0.117,+0.051
