# model_type: yolov8-nano
timestamp,frame_id,fps,depth_m,j00_nose_x,j00_nose_y,j00_nose_z,j01_L_eye_x,j01_L_eye_y,j01_L_eye_z,j02_R_eye_x,j02_R_eye_y,j02_R_eye_z,j03_L_ear_x,j03_L_ear_y,j03_L_ear_z,j04_R_ear_x,j04_R_ear_y,j04_R_ear_z,j05_L_shoulder_x,j05_L_shoulder_y,j05_L_shoulder_z,j06_R_shoulder_x,j06_R_shoulder_y,j06_R_shoulder_z,j07_L_elbow_x,j07_L_elbow_y,j07_L_elbow_z,j08_R_elbow_x,j08_R_elbow_y,j08_R_elbow_z,j09_L_wrist_x,j09_L_wrist_y,j09_L_wrist_z,j10_R_wrist_x,j10_R_wrist_y,j10_R_wrist_z,j11_L_hip_x,j11_L_hip_y,j11_L_hip_z,j12_R_hip_x,j12_R_hip_y,j12_R_hip_z,j13_L_knee_x,j13_L_knee_y,j13_L_knee_z,j14_R_knee_x,j14_R_knee_y,j14_R_knee_z,j15_L_ankle_x,j15_L_ankle_y,j15_L_ankle_z,j16_R_ankle_x,j16_R_ankle_y,j16_R_ankle_z
1783500330.604,1,17.5,0.75,-0.059,-0.341,-0.043,-0.026,-0.376,-0.041,-0.089,-0.368,-0.040,+0.029,-0.384,+0.049,-0.116,-0.352,-0.024,+0.124,-0.191,+0.110,-0.202,-0.186,+0.066,+0.229,-0.000,+0.066,-0.252,-0.039,-0.014,+0.517,+0.323,+0.928,-0.232,-0.025,-0.058,+0.068,+0.008,+0.023,-0.068,-0.008,-0.023,-0.049,-0.063,+0.021,-0.040,-0.101,+0.026,-0.009,-0.046,+0.012,+0.476,+0.119,+1.374
1783500330.652,2,14.0,0.75,-0.059,-0.341,-0.043,-0.026,-0.376,-0.043,-0.089,-0.368,-0.041,+0.028,-0.384,+0.049,-0.117,-0.352,-0.025,+0.123,-0.191,+0.109,-0.202,-0.186,+0.066,+0.230,-0.002,+0.064,-0.253,-0.040,-0.015,+0.526,+0.322,+0.926,-0.231,-0.025,-0.059,+0.068,+0.008,+0.023,-0.068,-0.008,-0.023,-0.048,-0.063,+0.021,-0.038,-0.100,+0.025,-0.009,-0.047,+0.012,+0.473,+0.114,+1.333
1783500330.677,3,22.4,0.75,-0.060,-0.342,-0.043,-0.026,-0.376,-0.044,-0.089,-0.368,-0.042,+0.028,-0.384,+0.049,-0.117,-0.352,-0.026,+0.122,-0.191,+0.109,-0.203,-0.186,+0.065,+0.230,-0.003,+0.062,-0.254,-0.040,-0.015,+0.526,+0.317,+0.913,-0.231,-0.025,-0.059,+0.068,+0.008,+0.023,-0.068,-0.008,-0.023,-0.048,-0.063,+0.020,-0.038,-0.099,+0.025,-0.009,-0.047,+0.012,+0.471,+0.113,+1.324
1783500330.707,4,39.9,0.75,-0.061,-0.342,-0.043,-0.026,-0.377,-0.044,-0.089,-0.368,-0.042,+0.027,-0.384,+0.049,-0.117,-0.352,-0.027,+0.121,-0.191,+0.108,-0.203,-0.186,+0.065,+0.230,-0.004,+0.061,-0.255,-0.040,-0.016,+0.526,+0.317,+0.910,-0.230,-0.025,-0.059,+0.068,+0.008,+0.023,-0.068,-0.008,-0.023,-0.047,-0.063,+0.020,-0.038,-0.099,+0.025,-0.008,-0.048,+0.012,+0.468,+0.110,+1.308
1783500330.731,5,36.1,0.75,-0.061,-0.342,-0.043,-0.026,-0.377,-0.043,-0.090,-0.368,-0.041,+0.027,-0.385,+0.050,-0.118,-0.352,-0.028,+0.121,-0.191,+0.108,-0.203,-0.187,+0.065,+0.230,-0.005,+0.059,-0.256,-0.040,-0.016,+0.527,+0.316,+0.908,-0.230,-0.024,-0.059,+0.068,+0.008,+0.023,-0.068,-0.008,-0.023,-0.046,-0.063,+0.020,-0.038,-0.098,+0.025,-0.007,-0.048,+0.013,+0.465,+0.108,+1.292
1783500330.750,6,45.4,0.75,-0.061,-0.342,-0.043,-0.026,-0.376,-0.043,-0.090,-0.368,-0.042,+0.027,-0.385,+0.051,-0.118,-0.352,-0.028,+0.121,-0.191,+0.107,-0.203,-0.186,+0.064,+0.229,-0.005,+0.058,-0.256,-0.040,-0.016,+0.521,+0.313,+0.897,-0.229,-0.024,-0.059,+0.068,+0.008,+0.024,-0.068,-0.008,-0.024,-0.046,-0.063,+0.020,-0.038,-0.097,+0.025,-0.007,-0.048,+0.013,+0.468,+0.107,+1.298
1783500330.775,7,44.7,0.75,-0.060,-0.342,-0.043,-0.026,-0.377,-0.041,-0.089,-0.368,-0.042,+0.027,-0.385,+0.051,-0.118,-0.352,-0.027,+0.122,-0.191,+0.107,-0.203,-0.186,+0.065,+0.229,-0.005,+0.058,-0.256,-0.040,-0.016,+0.519,+0.313,+0.897,-0.229,-0.024,-0.059,+0.068,+0.008,+0.024,-0.068,-0.008,-0.024,-0.047,-0.064,+0.021,-0.038,-0.098,+0.025,-0.007,-0.048,+0.013,+0.466,+0.104,+1.288
1783500330.801,8,46.0,0.75,-0.059,-0.341,-0.044,-0.026,-0.377,-0.039,-0.089,-0.368,-0.041,+0.028,-0.386,+0.051,-0.118,-0.352,-0.026,+0.123,-0.191,+0.108,-0.202,-0.186,+0.065,+0.228,-0.005,+0.057,-0.255,-0.040,-0.015,+0.516,+0.313,+0.896,-0.229,-0.024,-0.058,+0.068,+0.008,+0.023,-0.068,-0.008,-0.023,-0.047,-0.064,+0.021,-0.039,-0.099,+0.025,-0.006,-0.048,+0.012,+0.464,+0.101,+1.277
1783500330.823,9,40.6,0.75,-0.059,-0.342,-0.044,-0.026,-0.378,-0.039,-0.088,-0.368,-0.043,+0.028,-0.386,+0.052,-0.117,-0.352,-0.026,+0.123,-0.191,+0.108,-0.202,-0.186,+0.065,+0.228,-0.005,+0.056,-0.255,-0.040,-0.015,+0.512,+0.310,+0.886,-0.229,-0.024,-0.058,+0.068,+0.008,+0.023,-0.068,-0.008,-0.023,-0.048,-0.064,+0.021,-0.039,-0.100,+0.025,-0.006,-0.048,+0.011,+0.463,+0.100,+1.273
1783500330.860,10,41.1,0.75,-0.059,-0.342,-0.045,-0.027,-0.378,-0.039,-0.088,-0.368,-0.042,+0.028,-0.386,+0.052,-0.118,-0.352,-0.025,+0.123,-0.191,+0.108,-0.202,-0.186,+0.065,+0.228,-0.005,+0.056,-0.255,-0.040,-0.015,+0.506,+0.305,+0.872,-0.229,-0.024,-0.059,+0.068,+0.008,+0.024,-0.068,-0.008,-0.024,-0.050,-0.064,+0.021,-0.040,-0.100,+0.025,-0.008,-0.048,+0.011,+0.464,+0.100,+1.271
